players,position,minutes,ratings,goals scored,assist,shots on target,shots attempted,long balls,long balls completed,key passes,duels won,take-ons conceeded,tackles,interceptions,clearances,blocks,dribbles completed,dribbles attempt,yellow card,red card,nationality
Rüdiger,centre back,86.0,6.5,0.0,0.0,0.0,1.0,7.5,5.0,0.0,5.0,0.5,2.0,1.5,3.5,1.0,0.5,0.0,1.0,0.0,Germany
Sané,right midfielder,79.0,8.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,Germany
Sané,right wing,90.0,9.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,7.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,Germany
Schlotterbeck,centre back,66.33,7.33,0.0,0.0,0.0,0.67,6.0,3.67,0.0,4.33,0.0,1.67,1.67,2.67,1.0,0.67,0.0,0.0,0.0,Germany
Stiller,defensive midfielder,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germany
Tah,centre back,87.8,7.0,0.0,0.0,0.0,0.0,6.6,4.6,0.0,4.8,0.0,1.8,1.4,3.0,1.6,0.2,0.0,0.2,0.0,Germany
Wirtz,attacking midfielder,90.0,8.0,1.0,0.0,2.0,4.0,2.0,2.0,3.0,7.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,Germany
Wirtz,left midfielder,90.0,7.5,0.0,0.0,0.5,2.5,2.0,1.0,2.5,5.0,1.5,1.5,0.5,0.0,0.0,2.0,0.0,0.0,0.0,Germany
Wirtz,left wing,85.67,7.33,0.0,0.67,1.33,3.67,1.67,1.33,4.67,3.33,0.67,1.33,0.67,0.0,0.0,1.33,0.0,0.0,0.0,Germany
Woltemade,centre forward,80.33,7.5,0.67,0.17,1.0,2.67,0.0,0.0,1.5,5.17,0.67,0.83,0.33,1.0,0.17,0.67,0.0,0.0,0.0,Germany
