players,position,opponent,ratings,minutes,yellow card,red card,goals scored,assist,saves,passing completed,passing accuracy in %,touches,long balls,long balls completed,key passes,shots attempted,shots on target,dribbles attempt,dribbles completed,duels won,clearances,blocks,interceptions,tackles,ariel duels,take-ons conceeded
Ferran Torres,right wing,Georgia,8,80,0,0,1,1,0,22,85,41,1,1,2,2,1,3,2,4,0,1,0,1,Low,1
Baena,left wing,Georgia,7,90,0,0,0,0,0,42,89,63,3,2,2,2,0,2,1,4,0,0,1,1,Low,1
Oyarzabal,centre forward,Georgia,9,71,0,0,2,1,0,22,81,44,1,1,1,3,3,2,1,5,0,0,0,1,Low,0
Llorente,right back,Georgia,7,45,0,0,0,0,0,28,88,41,2,1,1,0,0,1,1,3,1,1,2,1,Low,0
Simón,goal keeper,Turkiye,7,90,0,0,0,0,5,22,88,31,6,3,0,0,0,0,0,1,1,0,0,0,Low,0
Cubarsi,centre back,Turkiye,7,90,0,0,0,0,0,100,97,109,5,4,1,1,1,0,0,7,2,1,2,2,Moderate,0
Laporte,centre back,Turkiye,7,90,0,0,0,0,0,92,94,108,7,5,0,2,1,0,0,4,2,1,1,1,Moderate,1
Llorente,right back,Turkiye,7,90,0,0,0,0,0,68,91,94,5,3,2,1,0,2,1,6,1,1,2,3,Moderate,1
Cucurella,left back,Turkiye,7,90,0,0,0,1,0,69,93,85,3,2,1,0,0,1,1,4,1,0,1,2,Moderate,0
Merino,central midfielder,Turkiye,7,45,0,0,0,0,0,24,88,36,2,1,0,1,0,0,0,4,1,0,1,1,Moderate,0
Ruiz,central midfielder,Turkiye,7,83,0,0,0,0,0,78,91,94,5,4,1,2,1,2,1,5,1,0,1,2,Low,0
García,central midfielder,Turkiye,7,90,0,0,0,0,0,71,91,89,8,6,2,1,0,1,1,4,1,0,1,2,Low,1
Pino,right wing,Turkiye,7,62,0,0,0,0,0,22,81,38,1,1,2,2,1,3,2,4,1,0,1,1,Low,1
Olmo,left wing,Turkiye,8,74,0,0,1,0,0,38,86,54,2,1,3,4,2,3,2,5,0,0,1,1,Low,1
Oyarzabal,centre forward,Turkiye,8,62,0,0,1,0,0,14,78,31,1,1,1,4,2,2,1,4,0,0,1,1,Low,0
Ferran Torres,right wing,Turkiye,7,45,0,0,0,0,0,14,82,24,1,1,1,2,0,2,1,3,0,0,0,1,Low,0
