players,position,opponent,ratings,minutes,yellow card,red card,goals scored,assist,saves,passing completed,passing accuracy in %,touches,long balls,long balls completed,key passes,shots attempted,shots on target,dribbles attempt,dribbles completed,duels won,clearances,blocks,interceptions,tackles,ariel duels,take-ons conceeded
Schlotterbeck,centre back,Northern Island,8,90,0,0,0,0,0,72,89,94,8,5,0,1,0,1,1,6,4,1,2,1,Strong,0
Tah,centre back,Northern Island,7,90,0,0,0,0,0,85,92,101,8,5,0,0,0,0,0,5,3,4,1,1,Moderate,0
Kimmich,right back,Northern Island,7,90,0,0,0,0,0,78,87,104,9,5,1,1,0,1,0,5,2,1,1,2,Low,1
Raum,left back,Northern Island,8,90,0,0,0,1,0,42,78,88,8,4,3,1,0,1,0,6,2,0,1,2,Moderate,1
Pavlovic,defensive midfielder,Northern Island,7,86,0,0,0,0,0,81,95,95,5,4,1,1,0,1,1,5,0,1,1,1,Low,0
Goretzka,defensive midfielder,Northern Island,7,90,0,0,0,0,0,42,84,58,3,1,1,1,0,0,0,5,1,1,1,2,Moderate,1
Gnabry,attacking midfielder,Northern Island,7,86,0,0,0,0,0,31,82,52,2,1,2,3,1,4,2,5,0,0,0,1,Low,1
Wirtz,left midfielder,Northern Island,7,90,0,0,0,0,0,38,86,58,1,0,2,2,0,5,1,4,0,0,0,1,Low,1
Adeyami,right midfielder,Northern Island,6,64,1,0,0,0,0,19,76,38,1,0,0,2,0,5,1,3,0,0,0,1,Low,2
Woltemade,centre forward,Northern Island,8,90,0,0,1,0,0,19,76,41,0,0,1,3,1,2,1,7,2,1,0,1,Strong,1
Baumann,goal keeper,Luxembourg,8,90,0,0,0,0,1,51,92,51,5,2,0,0,0,0,0,0,1,0,0,0,Low,0
Anton,centre back,Luxembourg,8,90,0,0,0,0,0,76,92,91,5,3,0,1,1,1,1,5,4,1,2,2,Moderate,0
Tah,centre back,Luxembourg,7,79,1,0,0,0,0,68,93,82,5,3,0,0,0,0,0,4,3,1,1,2,Moderate,0
Baku,right back,Luxembourg,8,90,0,0,0,1,0,52,89,84,5,3,2,1,0,2,1,6,2,1,2,3,Low,0
Raum,left back,Luxembourg,7,90,0,0,0,0,0,55,85,82,5,2,2,0,0,1,0,5,2,1,2,3,Moderate,1
Pavlovic,central midfielder,Luxembourg,8,90,0,0,0,0,0,76,93,94,5,3,1,1,0,1,1,6,1,1,2,3,Low,0
Goretzka,central midfielder,Luxembourg,6,54,1,0,0,0,0,32,86,41,2,1,0,0,0,0,0,3,1,0,1,2,Low,1
Gnabry,central midfielder,Luxembourg,7,66,0,0,0,0,0,22,79,38,1,0,1,2,1,3,1,2,0,0,0,0,Low,1
Wirtz,left midfielder,Luxembourg,8,90,0,0,0,0,0,58,89,84,3,2,3,3,1,5,3,6,0,0,1,2,Low,2
Sané,right midfielder,Luxembourg,8,79,0,0,0,1,0,28,80,52,2,1,3,3,1,6,4,5,0,0,1,0,Low,2
Woltemade,centre forward,Luxembourg,8,90,0,0,2,0,0,18,75,41,0,0,2,4,3,2,1,6,1,0,0,1,Moderate,1
Baumann,goal keeper,Slovakia,7,90,0,0,0,0,2,28,90,35,5,3,0,0,0,0,0,1,1,0,0,0,Low,0
Schlotterbeck,centre back,Slovakia,7,64,0,0,0,0,0,78,94,89,5,3,0,1,0,1,1,4,2,1,2,2,Low,0
Tah,centre back,Slovakia,7,90,0,0,0,0,0,93,97,102,5,4,0,0,0,0,0,5,3,1,2,2,Low,0
Kimmich,right back,Slovakia,8,64,0,0,0,1,0,56,92,74,5,4,2,0,0,1,1,3,1,0,1,2,Low,0
Raum,left back,Slovakia,6,72,0,0,0,0,0,41,89,62,3,2,1,0,0,1,0,3,1,0,1,1,Low,0
Pavlovic,defensive midfielder,Slovakia,7,45,0,0,0,0,0,42,93,51,2,1,0,0,0,1,0,3,0,0,1,2,Low,0
Goretzka,defensive midfielder,Slovakia,8,45,0,0,0,1,0,41,93,56,3,3,2,2,1,0,0,3,1,1,1,1,Moderate,0
Gnabry,attacking midfielder,Slovakia,9,67,0,0,1,1,0,31,86,49,2,1,3,5,4,2,1,4,0,0,1,1,Low,0
Wirtz,left wing,Slovakia,9,77,0,0,0,2,0,52,91,76,3,3,6,3,1,5,3,6,0,0,1,2,Low,0
Sané,right wing,Slovakia,9,90,0,0,2,1,0,42,89,74,2,1,3,5,3,8,5,7,0,0,1,1,Low,1
Woltemade,centre forward,Slovakia,8,90,0,0,1,0,0,21,78,44,0,0,2,3,1,2,1,6,1,0,0,1,Moderate,0
Nmecha,defensive midfielder,Slovakia,7,45,0,0,0,0,0,31,91,42,2,1,0,2,1,1,0,3,1,0,1,1,Low,0
Baku,right back,Slovakia,7,26,0,0,1,0,0,18,95,28,1,1,0,1,1,0,0,1,1,0,1,1,Low,0
Ouédraogo,right wing,Slovakia,8,13,0,0,1,0,0,8,89,14,0,0,2,1,1,1,1,2,0,0,0,0,Low,0
