players,position,opponent,ratings,minutes,yellow card,red card,goals scored,assist,saves,passing completed,passing accuracy in %,touches,long balls,long balls completed,key passes,shots attempted,shots on target,dribbles attempt,dribbles completed,duels won,clearances,blocks,interceptions,tackles,ariel duels,take-ons conceeded
Ounahi,defensive midfielder,Congo,9,68,0,0,1,2,0,42,91,63,2,2,4,2,1,3,2,5,0,0,1,1,Low,0
Ziyech,attacking midfielder,Congo,7,68,0,0,0,0,0,31,82,54,6,4,3,2,1,3,1,4,0,0,1,1,Low,0
Díaz,right wing,Congo,8,75,0,0,0,1,0,31,86,54,2,1,4,3,1,6,4,7,0,0,1,1,Low,1
Ben Seghir,left wing,Congo,8,61,0,0,0,0,0,22,82,41,1,1,2,1,1,4,3,5,0,0,1,1,Low,0
El Kaabi,centre forward,Congo,10,61,0,0,3,0,0,10,83,22,0,0,1,5,4,1,1,3,0,0,0,0,Moderate,0
Rahimi,centre forward,Congo,7,29,0,0,1,0,0,5,83,11,0,0,0,1,1,1,1,2,0,0,0,0,Low,0
Bonou,goal keeper,Niger,7,90,0,0,0,0,1,22,81,33,8,4,0,0,0,0,0,1,1,0,0,0,Low,0
El Yamiq,centre back,Niger,7,90,0,0,0,0,0,52,90,76,5,3,0,1,0,0,0,6,4,1,2,2,Strong,0
Aguerd,centre back,Niger,8,90,0,0,0,0,0,72,91,88,8,5,0,1,0,0,0,7,4,1,3,2,Strong,0
Hakimi,right back,Niger,8,90,0,0,0,0,0,56,85,91,6,4,2,1,0,4,2,7,1,0,1,2,Low,1
Mazraoui,left back,Niger,8,90,0,0,0,1,0,58,91,82,4,2,1,1,0,2,2,7,1,0,1,3,Moderate,0
Amrabat,central midfielder,Niger,7,90,0,0,0,0,0,76,92,89,5,4,0,0,0,1,1,6,1,1,2,3,Low,0
Ounahi,central midfielder,Niger,7,55,0,0,0,0,0,39,91,52,2,2,1,1,0,2,1,4,0,0,1,2,Low,1
Ben Seghir,central midfielder,Niger,7,56,0,0,0,0,0,22,82,41,2,1,2,2,1,5,3,6,0,0,1,1,Low,1
Díaz,right wing,Niger,7,77,0,0,0,1,0,34,87,56,2,1,3,2,1,5,3,6,0,0,1,1,Low,1
Rahimi,left wing,Niger,7,56,0,0,0,0,0,18,82,34,1,0,1,2,1,3,2,5,0,0,1,1,Moderate,0
En-Nesyri,centre forward,Niger,7,74,0,0,0,0,0,10,77,22,0,0,1,2,0,1,0,6,1,0,0,0,Strong,0
Saibari,central midfielder,Niger,8,77,0,0,1,0,0,31,86,52,2,1,2,3,2,4,2,6,1,0,1,2,Low,1
El Khannouss,attacking midfielder,Niger,8,35,0,0,1,0,0,19,86,31,2,1,2,1,1,2,1,3,0,0,1,1,Low,0
Bonou,goal keeper,Tanzania,7,90,0,0,0,0,2,18,90,26,5,3,0,0,0,0,0,0,1,0,0,0,Low,0
El Yamiq,centre back,Tanzania,8,90,0,0,0,0,0,62,91,79,5,3,0,0,0,0,0,5,4,1,2,2,Moderate,0
Aguerd,centre back,Tanzania,8,90,0,0,1,0,0,82,92,98,7,5,0,1,1,0,0,7,4,1,3,2,Strong,0
Hakimi,right back,Tanzania,8,90,0,0,0,0,0,62,91,89,5,3,2,1,0,3,2,7,1,0,2,3,Low,0
Belammari,left back,Tanzania,7,90,0,0,0,0,0,62,89,84,4,2,1,0,0,1,0,5,2,0,1,2,Low,0
Amrabat,central midfielder,Tanzania,7,78,0,0,0,0,0,61,92,79,5,4,0,0,0,0,0,4,1,0,1,2,Low,1
Saibari,central midfielder,Tanzania,7,77,0,0,0,0,0,34,87,52,2,1,1,1,0,3,2,6,0,0,1,2,Low,1
El Khannouss,central midfielder,Tanzania,7,82,0,0,0,0,0,41,91,62,3,2,3,1,0,3,2,5,0,0,1,2,Low,0
Díaz,right wing,Tanzania,8,90,0,0,1,0,0,38,86,67,2,1,4,3,2,7,4,8,0,0,1,2,Low,1
Ezzalzouli,left wing,Tanzania,7,71,0,0,0,0,0,22,79,44,1,1,2,2,1,5,3,6,0,0,1,1,Low,1
En-Nesyri,centre forward,Tanzania,6,77,0,0,0,0,0,11,73,24,0,0,1,2,0,1,0,4,1,0,0,0,Moderate,0
Bonou,goal keeper,Niger,7,90,0,0,0,0,1,18,90,24,4,2,0,0,0,0,0,0,1,0,0,0,Low,0
Masina,centre back,Niger,7,67,0,0,0,0,0,42,91,58,4,3,0,0,0,0,0,5,4,1,2,2,Moderate,0
Aguerd,centre back,Niger,8,90,0,0,0,1,0,76,92,91,6,4,1,1,0,0,0,5,4,1,2,2,Moderate,0
Hakimi,right back,Niger,9,90,0,0,0,1,0,72,91,98,6,4,3,2,1,4,3,7,1,0,2,3,Low,0
Belammari,left back,Niger,8,67,0,0,0,2,0,42,91,63,4,3,3,0,0,1,1,5,1,0,1,2,Low,0
Amrabat,defensive midfielder,Niger,7,90,0,0,0,0,0,64,94,79,5,4,1,1,0,1,1,6,1,1,2,3,Low,0
Saibari,attacking midfielder,Niger,9,77,0,0,2,0,0,38,88,56,3,2,3,4,3,4,3,6,0,1,1,2,Low,0
El Aynaoui,attacking midfielder,Niger,7,90,0,0,0,0,0,52,91,68,4,3,1,1,0,1,1,5,1,1,2,2,Low,0
Díaz,right wing,Niger,7,77,0,0,0,0,0,34,87,56,2,1,3,3,1,5,3,6,0,0,1,1,Low,1
Ben Seghir,left wing,Niger,7,67,0,0,0,0,0,22,81,43,1,1,2,2,1,4,2,5,0,0,1,1,Low,0
El Kaabi,centre forward,Niger,8,67,0,0,1,0,0,10,77,22,0,0,1,3,2,1,1,3,0,0,0,1,Low,0
Ounahi,central midfielder,Niger,8,13,0,0,1,0,0,14,93,19,1,1,0,1,1,1,1,2,0,0,0,1,Low,0
Igamane,centre forward,Niger,8,24,0,0,1,1,0,7,88,12,0,0,1,1,1,1,1,2,0,0,0,0,Low,0
Bonou,goal keeper,Zambia,7,90,1,0,0,0,3,22,82,36,11,6,0,0,0,0,0,1,1,0,0,0,Low,0
El Yamiq,centre back,Zambia,7,90,0,0,0,0,0,46,92,62,5,3,0,1,0,0,0,5,6,1,2,2,Moderate,0
Masina,centre back,Zambia,7,90,0,0,0,0,0,48,89,62,5,3,0,0,0,0,0,5,6,1,2,2,Moderate,0
Chibi,right back,Zambia,7,90,1,0,0,0,0,38,83,62,5,2,1,0,0,1,1,5,3,1,2,2,Low,0
Belammari,left back,Zambia,7,90,0,0,0,0,0,41,87,68,4,2,1,0,0,1,1,5,3,1,2,2,Low,0
Amrabat,central midfielder,Zambia,7,90,1,0,0,0,0,58,91,76,5,3,1,1,0,0,0,6,2,1,2,3,Low,1
El Aynaoui,central midfielder,Zambia,7,90,0,0,0,0,0,42,91,58,4,3,1,1,0,1,1,7,2,1,1,3,Moderate,0
El Khannouss,central midfielder,Zambia,7,74,0,0,0,0,0,38,84,56,3,2,2,1,0,3,2,5,0,0,1,2,Low,1
Igamane,right wing,Zambia,8,87,0,0,1,0,0,14,82,33,0,0,1,3,2,2,1,5,1,0,0,1,Moderate,0
Ben Seghir,left wing,Zambia,7,74,1,0,0,1,0,22,82,46,1,1,2,3,1,4,2,5,0,0,1,1,Low,1
En-Nesyri,centre forward,Zambia,8,86,0,0,1,0,0,14,82,29,0,0,1,3,2,1,1,5,2,0,0,0,Moderate,0
Bonou,goal keeper,Congo,7,90,0,0,0,0,0,18,90,24,4,2,0,0,0,0,0,0,1,0,0,0,Low,0
El Yamiq,centre back,Congo,7,64,0,0,0,0,0,41,91,52,4,2,0,1,0,0,0,5,3,1,2,1,Moderate,0
Aguerd,centre back,Congo,8,90,1,0,0,0,0,68,92,89,7,5,1,2,0,0,0,6,4,1,2,2,Strong,0
Hakimi,right back,Congo,9,90,0,0,0,1,0,68,90,104,8,6,4,2,1,5,3,7,1,0,2,2,Low,0
El Karouani,left back,Congo,7,90,0,0,0,0,0,42,81,68,4,2,1,0,0,1,0,5,1,0,1,3,Moderate,0
Ben Seghir,central midfielder,Congo,7,45,0,0,0,0,0,18,82,34,1,1,1,1,0,4,2,4,0,0,1,1,Low,0
El Aynaoui,central midfielder,Congo,7,90,0,0,0,0,0,68,92,89,5,4,2,1,0,1,1,7,1,1,2,3,Moderate,0
Saibari,central midfielder,Congo,8,90,0,0,0,0,0,52,90,74,4,3,2,3,1,4,2,7,0,0,1,2,Low,1
Díaz,right wing,Congo,7,81,0,0,0,0,0,42,86,64,2,1,2,2,1,5,3,7,0,0,1,2,Low,0
Ezzalzouli,left wing,Congo,7,64,0,0,0,0,0,18,82,39,1,1,2,2,0,6,3,5,0,0,1,1,Low,1
Igamane,centre forward,Congo,6,64,0,0,0,0,0,10,77,19,0,0,0,1,0,1,1,3,1,0,0,0,Moderate,0
En-Nesyri,centre forward,Congo,7,45,0,0,1,0,0,6,75,14,0,0,0,2,1,0,0,3,1,0,0,0,Moderate,0
