players,position,opponent,ratings,minutes,yellow card,red card,goals scored,assist,saves,passing completed,passing accuracy in %,touches,long balls,long balls completed,key passes,shots attempted,shots on target,dribbles attempt,dribbles completed,duels won,clearances,blocks,interceptions,tackles,ariel duels,take-ons conceeded
Lewis-Skelly,left back,Andorra,6,90,0,0,0,0,0,53,95,56,1,0,0,0,0,1,0,2,0,0,0,1,Low,0
Anderson,defensive midfielder,Andorra,8,90,0,0,0,0,0,58,97,74,3,2,1,1,1,2,2,7,1,0,1,2,Low,0
Eze,attacking midfielder,Andorra,7,78,0,0,0,0,0,31,86,58,2,1,3,3,2,5,3,6,0,0,1,1,Low,1
Rice,defensive midfielder,Andorra,8,68,0,0,1,0,0,64,92,78,4,3,1,2,1,0,0,6,0,0,1,2,Moderate,0
Madueke,right wing,Andorra,8,90,0,0,0,0,0,31,86,64,1,1,4,2,0,7,5,8,0,0,1,1,Low,0
Kane,centre forward,Andorra,7,90,0,0,0,0,0,14,78,31,1,1,1,3,1,0,0,4,1,0,0,0,Moderate,0
Rashford,left wing,Andorra,6,68,0,0,0,0,0,23,77,38,1,0,0,0,0,3,1,3,0,0,0,1,Low,1
Pickford,goal keeper,Serbia,6,90,0,0,0,0,0,22,65,37,14,6,0,0,0,0,0,0,1,0,0,0,Low,0
Konsa,centre back,Serbia,8,90,0,0,1,0,0,54,92,68,3,2,0,1,1,0,0,6,4,1,2,2,Moderate,0
Guéhi,centre back,Serbia,9,90,0,0,1,1,0,54,93,68,3,2,1,2,1,0,0,6,4,1,2,2,Moderate,0
James,right back,Serbia,7,69,0,0,0,0,0,22,82,37,2,0,0,1,1,0,0,2,1,0,0,1,Low,0
Livramento,left back,Serbia,8,90,0,0,0,0,0,48,92,76,3,2,1,0,0,3,2,6,2,0,1,3,Moderate,0
Anderson,defensive midfielder,Serbia,8,90,0,0,0,0,0,22,65,37,0,0,0,1,0,0,0,6,0,0,3,3,Moderate,0
Rogers,attacking midfielder,Serbia,9,65,0,0,0,1,0,22,82,38,1,1,2,1,0,3,3,5,0,0,1,1,Low,0
Rice,defensive midfielder,Serbia,9,81,0,0,0,2,0,49,91,68,4,3,3,7,4,1,1,5,1,1,1,2,Low,0
Madueke,right wing,Serbia,8,76,0,0,1,0,0,20,91,46,0,0,2,2,1,3,1,4,0,0,0,0,Low,0
Kane,centre forward,Serbia,8,76,0,0,1,0,0,19,83,34,2,2,1,3,2,1,1,5,1,0,0,0,Moderate,0
Gordon,left wing,Serbia,8,69,1,0,0,0,0,18,82,31,0,0,2,2,1,4,2,4,2,0,0,1,Low,0
Rashford,left wing,Serbia,8,21,0,0,1,0,0,10,83,18,1,0,1,2,2,1,1,2,0,0,0,0,Low,0
Pickford,goal keeper,Latvia,7,90,0,0,0,0,1,18,90,31,4,2,0,0,0,0,0,0,1,0,0,0,Low,0
Konsa,centre back,Latvia,8,90,1,0,0,0,0,102,96,114,6,4,1,0,0,0,0,6,3,1,2,2,Moderate,0
Stones,centre back,Latvia,8,71,0,0,0,1,0,74,96,88,6,5,1,0,0,0,0,4,2,1,2,1,Moderate,0
Lewis-Skelly,left back,Latvia,7,90,0,0,0,0,0,62,91,84,2,1,1,0,0,2,2,4,1,0,1,2,Low,0
Spence,right back,Latvia,8,90,0,0,0,0,0,46,88,71,2,1,2,1,0,4,3,8,1,0,1,2,Low,0
Anderson,defensive midfielder,Latvia,8,90,0,0,0,0,0,121,92,134,4,3,2,2,0,2,1,7,0,0,4,5,Low,0
Rogers,attacking midfielder,Latvia,6,60,0,0,0,0,0,18,86,31,1,0,0,0,0,2,1,2,0,0,0,1,Low,1
Rice,defensive midfielder,Latvia,7,61,0,0,0,0,0,46,94,58,2,2,1,0,0,1,1,4,1,0,1,2,Low,0
Saka,right wing,Latvia,7,60,0,0,0,1,0,22,88,43,6,1,2,1,0,3,2,4,0,0,1,1,Low,0
Kane,centre forward,Latvia,8,90,0,0,2,0,0,14,77,31,1,1,0,5,3,1,1,4,0,0,0,0,Low,0
Gordon,left wing,Latvia,8,71,0,0,1,0,0,24,91,48,1,1,2,4,2,5,3,5,0,0,1,1,Low,0
Bowen,right wing,Latvia,7,30,0,0,0,1,0,11,85,18,0,0,2,1,0,2,1,4,0,0,1,1,Low,0
Eze,attacking midfielder,Latvia,8,30,0,0,1,0,0,13,100,19,0,0,0,2,2,2,2,2,0,0,0,0,Low,0
Pickford,goal keeper,Serbia,8,90,0,0,0,0,1,22,78,36,12,6,0,0,0,0,0,0,1,0,0,0,Low,0
Konsa,centre back,Serbia,8,90,0,0,0,0,0,76,93,89,4,2,0,0,0,0,0,5,4,1,2,2,Moderate,0
Stones,centre back,Serbia,8,90,0,0,0,0,0,62,95,79,4,3,0,0,0,0,0,4,3,1,2,2,Moderate,0
James,right back,Serbia,8,90,0,0,0,0,0,82,98,96,6,4,1,0,0,1,1,5,2,1,1,2,Low,0
O'Reilly,left back,Serbia,7,90,0,0,0,0,1,52,88,79,4,3,1,2,1,2,1,6,2,1,2,3,Low,1
Anderson,defensive midfielder,Serbia,8,90,0,0,0,0,0,76,93,95,4,3,1,1,0,1,0,8,1,0,1,2,Moderate,1
Rogers,attacking midfielder,Serbia,7,65,0,0,0,0,0,22,88,44,1,1,1,2,0,1,3,2,4,0,0,0,Low,0
Rice,defensive midfielder,Serbia,7,65,0,0,0,0,0,35,97,45,2,2,2,0,0,0,0,2,1,0,0,1,Low,0
Saka,right wing,Serbia,8,90,0,0,1,0,0,26,84,51,1,0,2,3,2,6,3,5,0,0,1,1,Low,1
Kane,centre forward,Serbia,7,65,0,0,0,0,0,18,82,31,2,2,1,2,1,0,0,3,1,0,0,0,Moderate,0
Rashford,left wing,Serbia,7,64,0,0,0,0,0,18,82,37,1,1,0,2,1,4,2,3,0,0,0,1,Low,0
Eze,left wing,Serbia,8,24,0,0,1,0,0,11,92,18,0,0,0,3,2,3,2,3,0,0,0,0,Low,0
Foden,forward,Serbia,8,25,0,0,0,1,0,12,92,21,1,1,3,2,0,2,2,2,0,0,0,0,Low,0
D Henderson,goal keeper,Albania,8,90,0,0,0,0,2,1,21,81,34,6,3,0,0,0,0,0,1,0,1,1,Low,0
Burn,centre back,Albania,6,90,0,0,0,0,0,49,96,62,4,2,1,0,0,0,0,4,3,1,2,3,Moderate,1
Stones,centre back,Albania,7,90,0,0,0,0,0,81,94,92,6,4,0,0,0,1,1,4,3,1,2,4,Moderate,0
Quansah,right back,Albania,7,90,0,0,0,0,0,54,91,72,4,2,0,0,0,0,0,5,3,1,2,2,Moderate,0
O'Reilly,left back,Albania,7,90,0,0,0,0,0,41,92,64,2,1,1,0,0,2,1,4,1,0,1,2,Moderate,1
Wharton,central midfielder,Albania,7,75,1,0,0,0,0,42,91,57,5,3,3,0,0,0,0,4,1,0,3,1,Low,0
Bellingham,central midfielder,Albania,8,84,1,0,0,0,0,41,89,68,2,1,2,2,0,3,2,7,1,0,1,2,Low,0
Rice,central midfielder,Albania,7,62,0,0,0,0,0,41,93,58,2,1,1,2,1,1,1,4,1,0,1,2,Low,0
Bowen,right wing,Albania,7,75,0,0,0,0,0,21,92,20,3,3,0,1,1,0,0,3,0,0,0,2,Moderate,0
Kane,centre forward,Albania,8,90,0,0,2,0,0,15,63,31,1,0,0,4,2,0,0,4,1,0,0,0,Moderate,0
Eze,left wing,Albania,6,62,0,0,0,0,0,24,96,38,1,1,1,1,1,2,1,2,0,0,0,1,Low,1
Rashford,left wing,Albania,8,15,0,0,0,1,0,12,100,20,0,0,2,1,0,0,0,0,0,0,0,0,Low,0
