players,position,opponent,ratings,minutes,yellow card,red card,goals scored,assist,saves,passing completed,passing accuracy in %,touches,long balls,long balls completed,key passes,shots attempted,shots on target,dribbles attempt,dribbles completed,duels won,clearances,blocks,interceptions,tackles,ariel duels,take-ons conceeded
Guimarães,defensive midfielder,Argentina,6,78,0,0,0,0,0,44,92,56,4,2,1,0,0,1,1,5,1,1,0,3,Low,2
André,defensive midfielder,Argentina,6,80,0,0,0,0,0,46,94,56,3,2,0,0,0,1,1,4,1,0,1,2,Low,1
Martinelli,left wing,Argentina,6,78,0,0,0,0,0,13,81,32,1,0,1,2,2,3,1,4,0,0,0,3,Low,1
Jesus,centre forward,Argentina,6,90,1,0,0,0,0,19,79,44,1,0,1,1,0,5,3,10,0,0,1,2,Moderate,0
Raphinha,right wing,Argentina,5,72,1,0,0,0,0,13,72,35,2,1,1,2,1,4,1,5,0,0,1,2,Low,1
Nino,centre back,Argentina,5,45,0,0,0,0,0,22,92,28,2,1,0,0,0,0,0,1,1,0,0,1,Low,0
Ederson,goal keeper,Uruguay,5,90,1,0,0,0,0,24,80,35,6,1,0,0,0,0,0,0,1,0,0,0,Low,0
Marquinhos,centre back,Uruguay,6,90,0,0,0,0,0,71,93,82,4,2,0,0,0,0,0,3,2,1,1,1,Moderate,1
Magalhães,centre back,Uruguay,7,90,0,0,0,0,0,71,93,82,6,3,0,0,0,0,0,2,1,1,0,1,Low,0
Couto,right back,Uruguay,6,90,0,0,0,0,0,48,84,76,4,1,0,0,0,3,1,4,1,0,1,2,Low,2
Augusto,left back,Uruguay,6,73,0,0,0,0,0,35,85,56,2,1,0,0,0,0,0,3,1,1,1,2,Low,1
Neymar,attacking midfielder,Uruguay,6,45,0,0,0,0,0,16,76,35,2,1,0,0,0,3,1,4,0,0,0,0,Low,2
Guimarães,defensive midfielder,Uruguay,6,84,0,0,0,0,0,51,91,64,4,3,0,0,0,1,1,5,1,1,1,2,Low,1
Casemiro,defensive midfielder,Uruguay,4,90,1,0,0,0,0,47,82,71,6,3,0,0,0,0,0,4,1,1,1,2,Low,2
Vinícius,left wing,Uruguay,6,84,0,0,0,0,0,19,83,38,0,0,0,0,0,5,1,3,0,0,0,1,Low,2
Jesus,centre forward,Uruguay,6,90,1,0,0,0,0,16,80,35,0,0,0,0,0,3,1,6,1,0,0,2,Moderate,0
Rodrygo,right wing,Uruguay,6,90,1,0,0,0,0,24,83,44,2,0,1,1,0,5,2,6,0,0,0,1,Low,1
Richarlison,centre forward,Uruguay,6,45,0,0,0,0,0,4,57,12,0,0,0,0,0,0,0,2,0,0,0,1,Low,0
Becker,goal keeper,Colombia,6,90,0,0,0,0,8,24,77,42,11,4,0,0,0,0,0,0,1,0,0,0,Low,0
Marquinhos,centre back,Colombia,7,90,0,0,0,0,0,60,92,71,6,3,0,0,0,0,0,3,4,1,1,2,Moderate,0
Magalhães,centre back,Colombia,7,82,0,0,0,0,0,56,93,68,4,2,0,0,0,0,0,3,4,1,1,1,Moderate,0
Royal,right back,Colombia,6,90,0,0,0,0,0,35,85,56,3,1,0,0,0,1,0,4,2,0,1,3,Low,3
Lodi,left back,Colombia,6,81,1,0,0,0,0,33,87,56,3,1,1,0,0,0,0,3,1,1,1,2,Low,2
Rodrygo,centre forward,Colombia,7,69,0,0,0,0,0,20,87,38,1,1,1,2,1,3,1,4,0,0,0,1,Low,1
Guimarães,central midfielder,Colombia,7,90,0,0,0,0,0,49,89,68,4,2,1,1,0,1,1,5,1,1,0,2,Low,1
André,central midfielder,Colombia,7,90,0,0,0,0,0,56,95,68,3,3,0,0,0,1,1,5,1,0,1,3,Low,1
Martinelli,left midfielder,Colombia,8,90,0,0,1,0,0,18,69,41,1,1,1,2,1,7,1,4,0,0,0,3,Low,2
Vinícius,centre forward,Colombia,6,27,0,0,0,1,0,8,80,18,0,0,1,1,0,2,1,2,0,0,0,1,Low,0
Raphinha,right midfielder,Colombia,7,82,0,0,0,0,0,22,79,46,4,2,2,3,1,5,2,6,0,0,0,2,Low,1
João Pedro,forward,Colombia,6,63,0,0,0,0,0,18,82,32,0,0,0,2,0,1,0,3,0,0,0,0,Low,0
Becker,goal keeper,Ecuador,8,90,0,0,0,0,2,28,82,41,7,3,0,0,0,0,0,1,1,0,0,0,Low,0
Marquinhos,centre back,Ecuador,7,90,0,0,0,0,0,62,93,74,5,3,0,0,0,0,0,4,3,1,2,2,Moderate,0
Magalhães,centre back,Ecuador,8,90,0,0,0,0,0,89,95,102,6,4,0,0,0,0,0,4,1,2,1,2,Moderate,0
Danilo,right back,Ecuador,8,90,0,0,0,0,0,58,89,81,7,5,1,0,0,1,1,6,3,1,2,2,Strong,0
Arana,left back,Ecuador,7,74,0,0,0,0,0,39,91,56,2,1,0,0,0,0,0,3,1,1,1,2,Low,0
Paquetá,attacking midfielder,Ecuador,7,73,0,0,0,1,0,32,82,51,4,2,1,2,0,2,1,6,1,1,1,2,Low,1
Guimarães,defensive midfielder,Ecuador,6,62,0,0,0,0,0,41,91,56,3,2,0,0,0,0,0,2,0,0,1,1,Low,1
André,defensive midfielder,Ecuador,8,90,0,0,0,0,0,68,94,79,4,3,1,0,0,0,0,6,1,1,1,4,Moderate,0
Vinícius,left wing,Ecuador,7,90,0,0,0,0,0,21,81,46,1,0,1,3,1,6,2,5,0,0,0,1,Low,2
Rodrygo,centre forward,Ecuador,8,90,0,0,1,0,0,22,79,48,2,1,2,3,2,4,1,5,0,0,0,1,Low,2
Henrique,right wing,Ecuador,7,62,0,0,0,0,0,18,82,41,1,0,0,1,0,5,1,5,0,0,0,1,Low,2
Becker,goal keeper,Paraguay,6,90,0,0,0,0,1,22,81,35,9,4,0,0,0,0,0,0,1,0,0,0,Low,0
Marquinhos,centre back,Paraguay,6,90,0,0,0,0,0,74,91,88,6,4,0,0,0,0,0,3,4,1,2,1,Moderate,0
Magalhães,centre back,Paraguay,7,90,0,0,0,0,0,76,93,90,6,3,0,1,0,0,0,5,2,1,1,1,Strong,0
Danilo,right back,Paraguay,7,90,0,0,0,0,0,48,87,68,4,2,1,0,0,0,0,3,1,0,1,2,Low,1
Arana,left back,Paraguay,7,86,0,0,0,0,0,41,89,73,4,1,1,1,1,1,1,4,1,0,1,2,Low,0
Paquetá,central midfielder,Paraguay,6,79,1,0,0,0,0,43,86,68,4,2,0,1,0,2,1,4,0,0,1,1,Low,1
Guimarães,central midfielder,Paraguay,7,45,0,0,0,0,0,31,91,40,2,1,0,0,0,0,0,3,0,0,1,2,Low,0
André,central midfielder,Paraguay,6,45,0,0,0,0,0,43,93,51,2,2,0,0,0,1,1,3,0,0,1,1,Low,0
Vinícius,left wing,Paraguay,6,90,0,0,0,0,0,17,77,46,1,0,1,2,2,5,2,4,0,0,0,1,Low,1
Endick,centre forward,Paraguay,6,45,0,0,0,0,0,1,25,11,0,0,0,1,0,1,0,2,0,0,0,1,Low,1
Rodrygo,right wing,Paraguay,6,79,0,0,0,0,0,29,85,51,4,3,4,1,0,3,1,3,0,0,0,1,Low,1
João Pedro,centre forward,Paraguay,7,45,0,0,0,0,0,12,86,20,0,0,0,2,0,0,0,2,0,0,0,0,Low,0
Henrique,right wing,Paraguay,6,45,0,0,0,0,0,12,80,24,1,0,1,0,0,3,1,3,0,0,0,0,Low,1
Ederson,goal keeper,Chile,6,90,0,0,0,0,0,19,86,25,6,3,0,0,0,0,0,0,1,0,0,0,Low,0
Marquinhos,centre back,Chile,7,90,0,0,0,0,0,68,94,77,4,2,0,0,0,0,0,4,3,1,2,1,Moderate,0
Magalhães,centre back,Chile,8,90,0,0,0,0,0,58,92,71,4,2,0,1,0,0,0,5,4,1,1,1,Moderate,0
Danilo,right back,Chile,6,90,1,0,0,0,0,43,88,61,4,2,1,0,0,0,0,4,2,0,1,2,Low,1
Abner,left back,Chile,7,85,0,0,0,0,0,44,88,67,3,1,0,0,0,0,0,3,1,0,1,2,Low,1
Raphinha,attacking midfielder,Chile,7,90,0,0,0,0,0,22,79,44,2,1,2,2,0,4,2,6,0,0,1,2,Low,1
Guimarães,defensive midfielder,Chile,7,45,0,0,0,1,0,22,88,33,2,1,1,0,0,0,0,3,0,0,1,1,Low,0
Paquetá,defensive midfielder,Chile,5,45,1,0,0,0,0,24,83,35,2,0,0,1,0,1,0,2,0,1,0,1,Low,1
Rodrygo,left wing,Chile,6,90,0,0,0,0,0,22,81,41,2,1,4,2,1,3,1,4,0,0,0,0,Low,1
Igor Jesus,centre forward,Chile,8,88,0,0,1,0,0,11,79,30,0,0,1,2,1,1,1,6,1,0,0,2,Moderate,0
Savinho,right wing,Chile,7,68,0,0,0,1,0,17,81,41,1,0,2,2,0,7,3,5,0,0,0,1,Low,2
Henrique,right wing,Chile,8,22,0,0,1,0,0,4,80,13,0,0,0,1,1,2,1,2,0,0,1,0,Low,0
André,defensive midfielder,Chile,7,45,0,0,0,0,0,38,95,46,2,2,0,0,0,1,1,2,0,0,1,1,Low,0
Gerson,defensive midfielder,Chile,6,45,0,0,0,0,0,24,92,34,1,1,0,0,0,1,1,3,0,0,0,2,Low,0
Ederson,goal keeper,Peru,7,90,0,0,0,0,2,24,89,28,6,3,0,0,0,0,0,0,0,0,0,0,Low,0
Marquinhos,centre back,Peru,7,90,0,0,0,0,0,76,94,84,4,2,0,0,0,0,0,3,2,1,1,2,Low,0
Magalhães,centre back,Peru,7,90,0,0,0,0,0,71,92,84,4,2,0,1,0,0,0,4,2,1,1,1,Moderate,0
Vanderson,right back,Peru,7,90,1,0,0,0,0,46,92,68,3,1,1,0,0,1,1,6,1,0,1,3,Moderate,0
Abner,left back,Peru,7,90,0,0,0,0,0,49,89,68,2,1,1,0,0,1,1,6,1,0,1,3,Moderate,0
Raphinha,attacking midfielder,Peru,9,78,0,0,2,0,0,27,82,53,4,1,3,4,3,2,1,3,0,0,0,1,Low,0
Guimarães,defensive midfielder,Peru,7,79,0,0,0,0,0,68,94,86,3,2,1,2,0,1,1,6,1,1,1,2,Low,0
Gerson,defensive midfielder,Peru,8,90,0,0,0,0,0,56,92,71,4,3,1,1,1,2,2,6,1,0,1,2,Low,0
Rodrygo,left wing,Peru,7,69,0,0,0,0,0,35,92,51,2,2,1,4,2,3,1,4,0,0,0,1,Low,1
Igor Jesus,centre forward,Peru,8,78,0,0,0,1,0,13,87,33,0,0,3,3,1,2,0,5,0,0,0,1,Moderate,1
Savinho,right wing,Peru,7,69,0,0,0,0,0,22,81,44,1,0,0,1,0,7,2,5,0,0,0,2,Low,1
Henrique,right wing,Peru,8,21,0,0,1,1,0,11,92,20,0,0,2,2,1,2,0,2,0,0,0,0,Low,0
Pereira,attacking midfielder,Peru,8,21,0,0,1,0,0,12,86,18,2,1,0,2,1,0,0,2,0,0,0,1,Low,0
Ederson,goal keeper,Venezuela,7,90,0,0,0,0,4,22,88,33,6,3,0,0,0,0,0,0,1,0,0,0,Low,0
Marquinhos,centre back,Venezuela,7,90,0,0,0,0,0,49,92,61,4,2,0,0,0,0,0,3,4,1,1,1,Moderate,0
Magalhães,centre back,Venezuela,7,90,0,0,0,0,0,56,92,68,4,2,0,0,0,0,0,5,4,1,2,1,Moderate,0
Vanderson,right back,Venezuela,7,90,1,0,0,0,0,43,88,71,4,1,1,0,0,1,0,4,1,1,1,3,Low,1
Abner,left back,Venezuela,6,90,0,0,0,0,0,38,88,62,2,1,0,0,0,1,0,4,1,0,1,2,Low,1
Raphinha,attacking midfielder,Venezuela,8,90,0,0,1,0,0,29,81,63,6,4,2,3,1,5,1,6,1,0,1,2,Low,2
Guimarães,defensive midfielder,Venezuela,6,82,0,0,0,0,0,49,88,64,3,2,0,1,0,1,1,6,1,0,1,3,Moderate,1
Gerson,defensive midfielder,Venezuela,7,90,0,0,0,0,0,48,92,63,2,2,1,2,1,1,1,5,0,0,1,2,Low,0
Vinícius,left wing,Venezuela,6,90,0,0,0,0,0,18,72,48,1,0,2,3,1,7,2,6,0,0,1,1,Low,3
Igor Jesus,centre forward,Venezuela,6,68,0,0,0,0,0,11,85,22,0,0,0,1,0,0,0,4,1,0,0,0,Moderate,0
Savinho,right wing,Venezuela,7,68,0,0,0,0,0,24,89,43,1,1,1,2,0,5,2,4,0,0,0,1,Low,1
Ederson,goal keeper,Uruguay,6,90,0,0,0,0,1,24,89,31,6,2,0,0,0,0,0,0,1,0,0,0,Low,0
Marquinhos,centre back,Uruguay,7,90,0,0,0,0,0,78,94,91,6,4,0,0,0,0,0,5,3,1,2,2,Moderate,0
Magalhães,centre back,Uruguay,8,90,1,0,0,0,0,80,94,96,6,4,0,1,0,0,0,6,4,1,2,2,Strong,0
Danilo,right back,Uruguay,7,90,0,0,0,0,0,68,92,88,4,3,1,1,0,0,0,4,2,0,1,2,Low,0
Abner,left back,Uruguay,6,58,0,0,0,0,0,24,89,41,1,0,0,0,0,0,0,2,1,0,1,1,Low,0
Raphinha,left wing,Uruguay,7,90,0,0,0,0,0,32,82,56,4,2,4,3,0,5,1,4,0,0,1,2,Low,2
Guimarães,central midfielder,Uruguay,6,86,0,0,0,0,0,62,91,82,6,4,1,0,0,0,0,5,1,0,1,3,Low,1
Gerson,central midfielder,Uruguay,8,86,0,0,1,0,0,56,92,74,3,2,1,1,1,2,2,5,1,0,1,2,Low,0
Vinícius,centre forward,Uruguay,7,90,0,0,0,0,0,22,79,56,1,0,2,3,0,9,3,6,0,0,0,1,Low,1
Igor Jesus,centre forward,Uruguay,7,58,0,0,0,0,0,10,83,22,0,0,0,1,1,0,0,3,1,0,0,0,Low,0
Savinho,right wing,Uruguay,7,73,0,0,0,0,0,19,76,41,1,0,2,1,0,6,2,4,0,0,0,1,Low,1
Becker,goal keeper,Colombia,7,78,0,0,0,0,2,24,89,31,4,2,0,0,0,0,0,1,1,0,0,0,Low,0
Marquinhos,centre back,Colombia,7,90,0,0,0,0,0,48,91,62,4,2,0,0,0,0,0,5,4,1,2,2,Moderate,0
Magalhães,centre back,Colombia,7,90,1,0,0,0,0,48,89,62,4,2,0,1,0,0,0,5,4,1,2,2,Moderate,0
Vanderson,right back,Colombia,7,78,0,0,0,0,0,34,81,56,3,1,0,0,0,1,1,4,2,1,1,2,Low,1
Arana,left back,Colombia,7,90,0,0,0,0,0,34,81,68,4,1,1,3,1,2,1,5,2,1,1,2,Low,1
Raphinha,left midfielder,Colombia,8,90,0,0,1,1,0,28,82,56,4,3,4,3,2,5,3,7,0,0,1,2,Low,1
Guimarães,central midfielder,Colombia,7,77,1,0,0,0,0,42,89,58,3,2,2,1,0,1,1,5,1,0,1,2,Low,2
Gerson,central midfielder,Colombia,7,28,0,0,0,0,0,14,82,22,1,1,0,0,0,0,0,2,1,0,1,1,Low,0
Vinícius,centre forward,Colombia,8,90,0,0,1,0,0,22,79,51,2,1,2,6,3,9,4,7,0,0,0,1,Low,2
João Pedro,centre forward,Colombia,6,60,0,0,0,0,0,11,79,22,0,0,0,1,0,2,1,3,0,0,0,1,Low,0
Rodrygo,right midfielder,Colombia,6,77,0,0,0,0,0,18,78,34,1,1,1,1,0,3,1,3,0,0,0,1,Low,1
Joelinton,central midfielder,Colombia,5,72,1,0,0,0,0,28,82,44,2,1,0,2,0,0,0,6,1,1,1,3,Moderate,2
Bento,goal keeper,Argentina,5,84,0,0,0,0,5,18,72,33,9,4,0,0,0,0,0,0,1,0,0,0,Low,0
Marquinhos,centre back,Argentina,5,90,0,0,0,0,0,38,91,49,4,2,0,0,0,0,0,3,4,1,1,1,Moderate,0
Murillo,centre back,Argentina,5,45,1,0,0,0,0,22,81,34,3,1,0,0,0,0,0,2,3,1,1,1,Low,1
W França,right back,Argentina,5,90,0,0,0,0,0,28,82,51,3,1,0,0,0,2,1,3,2,1,1,2,Low,3
Arana,left back,Argentina,5,90,0,0,0,0,0,31,82,54,4,1,1,0,0,1,0,3,2,1,1,2,Low,2
Cunha,attacking midfielder,Argentina,8,69,0,0,1,0,0,14,74,31,1,1,0,1,1,3,1,4,0,0,1,1,Low,1
Joelinton,defensive midfielder,Argentina,5,45,0,0,0,0,0,14,82,26,1,0,0,0,0,1,0,3,1,0,1,2,Low,1
André,defensive midfielder,Argentina,6,84,1,0,0,0,0,34,87,49,2,1,0,0,0,1,1,6,1,1,2,3,Low,2
Rodrygo,left wing,Argentina,5,45,0,0,0,0,0,11,79,24,0,0,0,0,0,3,1,2,0,0,0,0,Low,1
Vinícius,centre forward,Argentina,7,90,0,0,0,0,0,14,74,38,0,0,1,2,0,7,4,6,0,0,1,0,Low,2
Raphinha,right wing,Argentina,7,90,1,0,0,0,0,24,77,52,4,2,1,3,0,5,2,6,0,0,1,2,Low,2
Endick,centre forward,Argentina,6,45,1,0,0,0,0,5,71,14,0,0,0,1,0,2,1,3,0,0,0,0,Low,0
João Gomes,defensive midfielder,Argentina,7,45,0,0,0,0,0,22,88,34,1,1,0,0,0,0,0,3,1,1,1,2,Low,1
Léo Ortiz,centre back,Argentina,6,45,1,0,0,0,0,22,81,34,2,1,0,0,0,0,0,3,2,1,1,2,Low,1
Becker,goal keeper,Ecuador,8,90,0,0,0,0,3,22,81,32,6,3,0,0,0,0,0,0,1,0,0,0,Low,0
Marquinhos,centre back,Ecuador,7,90,0,0,0,0,0,52,91,67,4,2,0,0,0,0,0,5,6,2,3,1,Moderate,0
Alexsandro,centre back,Ecuador,7,90,0,0,0,0,0,78,95,93,4,2,0,0,0,0,0,5,4,1,2,2,Moderate,0
Vanderson,right back,Ecuador,8,90,0,0,0,0,0,25,74,58,4,1,0,0,0,2,0,4,1,0,1,2,Low,0
Alex Sandro,left back,Ecuador,7,90,0,0,0,0,0,48,89,74,2,1,0,0,0,1,0,4,3,0,1,2,Moderate,1
Gerson,central midfielder,Ecuador,7,78,0,0,0,0,0,31,88,46,1,1,1,0,0,1,0,5,1,0,1,3,Low,1
Guimarães,central midfielder,Ecuador,7,92,0,0,0,0,0,29,81,50,2,1,1,0,0,1,0,5,1,0,2,3,Low,1
Casemiro,central midfielder,Ecuador,8,90,0,0,0,0,0,34,72,68,6,3,0,2,1,0,0,7,3,1,2,4,Moderate,1
Vinícius,left wing,Ecuador,7,90,0,0,0,0,0,24,83,49,1,1,1,1,1,5,2,6,0,0,0,1,Low,2
Richarlison,centre forward,Ecuador,6,64,0,0,0,0,0,7,70,18,0,0,0,0,0,1,0,2,1,0,0,1,Low,0
Estêvão,right wing,Ecuador,6,64,0,0,0,0,0,7,54,24,0,0,0,1,1,2,0,2,0,0,0,0,Low,2
Becker,goal keeper,Paraguay,7,90,0,0,0,0,1,18,82,25,4,2,0,0,0,0,0,0,1,0,0,0,Low,0
Marquinhos,centre back,Paraguay,7,90,0,0,0,0,0,76,97,87,4,3,0,0,0,0,0,5,4,1,2,1,Moderate,0
Alexsandro,centre back,Paraguay,7,90,0,0,0,0,0,72,92,86,5,3,0,0,0,0,0,6,4,1,2,3,Moderate,0
Vanderson,right back,Paraguay,7,89,0,0,0,0,0,38,86,62,4,2,1,0,0,2,1,6,2,1,1,3,Moderate,1
Alex Sandro,left back,Paraguay,7,74,0,0,0,0,0,60,92,86,1,0,2,0,0,1,0,6,1,0,2,3,Low,1
Cunha,attacking midfielder,Paraguay,8,78,0,0,0,1,0,24,86,48,1,1,3,2,0,2,1,5,0,0,1,1,Moderate,1
Guimarães,defensive midfielder,Paraguay,8,90,1,0,0,0,0,68,92,84,6,4,1,1,1,2,2,7,1,1,2,3,Low,0
Casemiro,defensive midfielder,Paraguay,8,90,0,0,0,0,0,65,83,97,4,2,1,0,0,1,1,6,2,1,2,3,Moderate,1
Martinelli,left wing,Paraguay,7,90,0,0,0,0,0,28,80,58,0,0,2,2,0,7,3,5,0,0,0,1,Low,1
Vinícius,centre forward,Paraguay,8,78,1,0,1,0,0,14,78,36,0,0,1,3,2,5,2,4,0,0,1,0,Low,2
Raphinha,right wing,Paraguay,8,90,0,0,0,0,0,28,82,54,4,2,3,3,2,5,3,6,0,0,1,1,Low,1
Becker,goal keeper,Chile,7,90,0,0,0,0,0,24,86,32,6,3,0,0,0,0,0,0,1,0,0,0,Low,0
Marquinhos,centre back,Chile,7,90,0,0,0,0,0,79,99,86,6,6,0,0,0,0,0,4,3,1,2,1,Moderate,0
Magalhães,centre back,Chile,7,90,0,0,0,0,0,68,94,82,4,3,0,1,1,0,0,5,4,1,2,1,Moderate,0
França,right back,Chile,8,90,0,0,0,0,0,54,92,81,4,3,1,1,0,3,2,7,2,1,2,3,Moderate,0
D Santos,left back,Chile,9,90,0,0,0,0,0,68,92,84,4,3,1,0,0,1,1,6,3,1,2,3,Low,0
Raphinha,attacking midfielder,Chile,7,90,0,0,0,0,0,31,84,52,4,2,3,2,1,5,2,4,0,0,1,1,Low,1
Guimarães,defensive midfielder,Chile,9,90,0,0,1,0,0,68,91,84,6,4,3,2,1,2,2,7,1,1,2,3,Low,0
Casemiro,defensive midfielder,Chile,7,66,1,0,0,0,0,58,84,77,7,5,1,1,0,0,0,6,1,2,1,3,Moderate,1
Martinelli,left wing,Chile,7,71,0,0,0,0,0,18,82,35,0,0,1,2,1,4,2,5,0,0,1,2,Low,1
João Pedro,centre forward,Chile,7,71,0,0,0,0,0,14,78,24,0,0,1,2,0,3,1,4,0,0,0,1,Moderate,1
Estêvão,right wing,Chile,8,66,0,0,1,0,0,18,82,36,1,0,1,2,1,5,3,6,0,0,1,1,Low,1
Paquetá,attacking midfielder,Chile,8,19,0,0,1,0,0,11,92,16,1,1,1,1,1,0,0,2,0,0,0,1,Low,0
Henrique,right wing,Chile,8,24,0,0,0,2,0,9,82,18,0,0,2,1,1,3,2,3,0,0,1,0,Low,0
Becker,goal keeper,Bolivia,8,90,0,0,0,0,9,29,81,41,7,3,0,0,0,0,0,0,1,0,0,0,Low,0
Alexsandro,centre back,Bolivia,6,90,0,0,0,0,0,50,89,64,4,2,0,0,0,0,0,8,4,1,2,3,Strong,1
Bruno,centre back,Bolivia,7,90,1,0,0,0,0,52,88,82,6,4,1,1,1,1,1,13,1,0,1,3,Moderate,1
Vitinho,right back,Bolivia,6,61,0,0,0,0,0,24,77,44,4,1,0,0,0,1,0,3,2,0,1,2,Low,2
C Henrique,left back,Bolivia,6,90,0,0,0,0,0,28,97,45,2,1,0,0,0,0,0,3,2,0,1,1,Low,1
Paquetá,central midfielder,Bolivia,6,90,0,0,0,0,0,39,87,52,1,1,0,1,0,1,0,6,0,0,0,1,Low,1
