players,position,opponent,ratings,minutes,yellow card,red card,goals scored,assist,saves,passing completed,passing accuracy in %,touches,long balls,long balls completed,key passes,shots attempted,shots on target,dribbles attempt,dribbles completed,duels won,clearances,blocks,interceptions,tackles,ariel duels,take-ons conceeded
M Olivera,left back,Argentina,7,90,1,0,0,0,0,41,82,64,4,2,0,0,0,1,0,5,3,1,2,2,Moderate,1
de Arrascaeta,central midfielder,Argentina,6,41,0,0,0,0,0,11,79,23,1,1,0,1,1,1,0,2,0,0,0,1,Low,1
Valverde,central midfielder,Argentina,7,72,0,0,0,0,0,34,83,58,6,3,1,2,1,2,1,4,1,0,1,2,Low,1
Bentacur,central midfielder,Argentina,7,90,0,0,0,0,0,48,89,67,5,3,1,1,0,2,1,7,1,1,2,3,Moderate,1
Pellistri,right wing,Argentina,7,58,0,0,0,0,0,12,75,28,1,0,1,1,0,3,1,4,0,0,1,2,Low,1
M Araújo,left wing,Argentina,7,90,0,0,0,0,0,31,82,58,3,1,1,1,0,4,2,7,2,1,2,3,Low,1
Núñez,centre forward,Argentina,6,72,0,0,0,0,0,7,64,24,0,0,0,2,0,2,1,3,1,0,0,0,Low,1
de la Cruz,central midfielder,Argentina,7,48,0,0,0,0,0,24,83,39,3,1,1,0,0,1,1,3,0,0,1,1,Low,0
Rochet,goal keeper,Bolivia,8,90,0,0,0,0,7,18,58,44,19,6,0,0,0,0,0,1,2,0,1,1,Low,0
Cáceres,centre back,Bolivia,7,90,0,0,0,0,0,41,82,64,7,3,0,0,0,0,0,6,8,2,3,2,Strong,0
J Giménez,centre back,Bolivia,7,90,0,0,0,0,0,48,84,67,9,4,0,1,0,0,0,5,6,1,2,2,Moderate,0
Varela,right back,Bolivia,7,62,0,0,0,0,0,24,77,48,4,1,0,0,0,1,0,5,2,1,2,3,Low,1
M Olivera,left back,Bolivia,7,56,0,0,0,0,0,14,74,31,3,1,0,0,0,1,0,4,2,1,1,2,Low,0
Aguirre,centre forward,Bolivia,6,45,0,0,0,0,0,7,70,18,1,0,0,1,0,2,1,2,0,0,0,0,Low,1
Ugarte,central midfielder,Bolivia,7,45,0,0,0,0,0,14,64,31,2,0,0,0,0,8,2,8,1,0,1,3,Low,9
Bentacur,central midfielder,Bolivia,8,90,1,0,0,0,0,38,81,56,6,4,1,1,0,2,1,7,2,1,3,4,Moderate,1
C Olivera,right midfielder,Bolivia,6,45,0,0,0,0,0,5,63,17,0,0,0,0,0,2,0,1,0,0,0,0,Low,1
M Araújo,left midfielder,Bolivia,8,90,0,0,0,0,0,18,72,44,2,1,1,2,0,4,2,7,1,0,1,2,Low,1
Viñas,centre forward,Bolivia,6,45,0,0,0,0,0,5,63,14,0,0,0,1,0,0,0,1,0,0,0,0,Low,0
Valverde,central midfielder,Bolivia,6,45,0,0,0,0,0,18,78,31,4,2,0,1,0,1,0,2,1,0,1,1,Low,1
Núñez,centre forward,Bolivia,6,45,0,0,0,0,0,4,57,16,0,0,0,2,0,1,0,2,1,0,0,0,Low,0
Pellistri,right wing,Bolivia,6,45,0,0,0,0,0,10,71,22,1,0,0,0,0,2,1,3,0,0,0,1,Low,1
Mele,goal keeper,Paraguay,7,90,0,0,0,0,3,28,78,44,14,6,0,0,0,0,0,1,1,0,0,0,Low,0
R Araújo,centre back,Paraguay,7,90,0,0,0,0,0,48,89,64,6,3,0,0,0,0,0,5,4,1,2,2,Moderate,1
J Giménez,centre back,Paraguay,7,90,0,0,0,0,0,48,86,64,7,4,0,1,0,0,0,5,6,1,2,3,Moderate,1
Varela,right back,Paraguay,6,61,0,0,0,0,0,28,82,46,4,2,0,0,0,1,0,3,2,0,1,2,Low,1
M Olivera,left back,Paraguay,6,45,0,0,0,0,0,24,83,41,3,1,0,0,0,1,0,4,2,0,1,2,Low,1
Nández,central midfielder,Paraguay,7,90,0,0,0,0,0,42,84,68,4,2,1,1,0,2,1,6,3,1,2,3,Low,1
Ugarte,central midfielder,Paraguay,7,90,0,0,0,0,0,58,92,74,4,3,1,1,0,0,0,9,1,1,2,6,Low,0
de Arrascaeta,central midfielder,Paraguay,6,85,0,0,0,0,0,28,80,49,4,2,1,2,0,2,1,3,0,0,0,1,Low,1
Pellistri,right wing,Paraguay,7,77,0,0,0,0,0,18,78,36,1,0,1,1,0,4,2,5,0,0,0,1,Low,1
M Araújo,left wing,Paraguay,7,90,0,0,0,0,0,28,78,54,2,1,1,1,0,4,2,7,1,0,2,3,Moderate,1
Aguirre,centre forward,Paraguay,7,90,0,0,0,0,0,14,74,33,1,1,1,2,1,4,2,7,1,0,0,1,Moderate,2
Piquerez,left back,Paraguay,7,45,0,0,0,0,0,28,85,49,4,2,1,1,0,2,1,3,1,0,1,2,Low,0
Mele,goal keeper,Venezuela,7,90,0,0,0,0,1,18,75,33,11,5,0,0,0,0,0,0,1,0,0,0,Low,0
R Araújo,centre back,Venezuela,8,90,1,0,0,0,0,48,91,64,5,3,0,0,0,0,0,6,4,1,2,3,Moderate,0
J Giménez,centre back,Venezuela,7,90,0,0,0,0,0,52,90,67,6,3,0,2,0,0,0,6,5,1,2,1,Strong,0
Nández,right back,Venezuela,8,86,1,0,0,0,0,38,85,62,4,2,1,0,0,2,1,7,3,1,2,4,Moderate,1
M Olivera,left back,Venezuela,7,90,0,0,0,0,0,48,87,74,4,2,1,0,0,1,1,6,3,1,2,3,Moderate,0
Bentacur,defensive midfielder,Venezuela,9,79,0,0,0,1,0,51,90,72,5,3,2,1,0,2,1,9,1,1,2,4,Moderate,1
Ugarte,defensive midfielder,Venezuela,8,90,0,0,0,0,0,48,92,67,4,3,1,0,0,1,1,9,2,1,3,5,Moderate,0
de Arrascaeta,attacking midfielder,Venezuela,8,87,0,0,1,0,0,36,84,58,4,2,3,2,1,3,2,5,0,0,1,1,Low,1
Pellistri,right wing,Venezuela,7,87,0,0,0,0,0,21,75,44,2,1,2,2,0,5,3,6,1,0,1,2,Low,1
M Araújo,left wing,Venezuela,8,90,0,0,0,1,0,28,78,58,4,2,3,2,1,4,2,7,1,0,1,3,Low,1
Aguirre,centre forward,Venezuela,8,90,0,0,1,0,0,14,74,31,0,0,1,4,2,2,1,5,1,0,0,1,Moderate,0
Rochet,goal keeper,Peru,8,90,0,0,0,0,3,21,78,35,8,3,0,0,0,0,0,1,1,0,0,0,Low,0
M Olivera,centre back,Peru,7,90,1,0,0,0,0,58,87,79,4,2,0,0,0,0,0,6,3,1,2,3,Moderate,0
Cáceres,centre back,Peru,7,90,0,0,0,0,0,58,92,71,4,2,0,0,0,0,0,5,4,1,2,3,Moderate,0
Varela,right back,Peru,8,90,0,0,0,1,0,48,87,74,5,3,2,0,0,2,1,6,3,1,2,3,Low,1
Piquerez,left back,Peru,7,90,0,0,0,0,0,48,84,74,4,2,1,1,0,2,1,6,1,1,2,3,Moderate,0
Bentacur,central midfielder,Peru,9,90,1,0,0,0,0,52,90,74,6,4,2,1,0,2,2,9,1,1,2,4,Moderate,0
Valverde,central midfielder,Peru,8,90,0,0,0,0,0,51,90,74,6,4,2,3,1,2,1,5,1,1,2,2,Low,1
de Arrascaeta,central midfielder,Peru,9,90,0,0,1,0,0,32,86,54,4,3,3,2,2,2,1,5,0,0,1,1,Low,1
Pellistri,right wing,Peru,7,77,0,0,0,0,0,18,82,39,0,0,1,1,0,4,2,5,0,0,0,2,Low,1
B Rodríguez,left wing,Peru,8,90,0,0,0,1,0,31,84,58,2,1,3,2,1,5,3,6,0,0,1,1,Low,1
Aguirre,centre forward,Peru,9,69,0,0,1,1,0,14,74,32,1,1,2,3,2,2,1,5,1,0,0,1,Moderate,0
Viñas,centre forward,Peru,7,21,0,0,1,0,0,5,71,12,0,0,0,1,1,1,1,2,0,0,0,0,Low,0
Mele,goal keeper,Chile,8,90,1,0,0,0,6,21,68,44,14,5,0,0,0,0,0,1,1,0,0,0,Low,0
R Araújo,centre back,Chile,7,90,0,0,0,0,0,48,89,67,6,3,0,1,0,0,0,7,5,2,3,2,Strong,0
Cáceres,centre back,Chile,7,90,0,0,0,0,0,48,89,62,5,3,0,0,0,0,0,6,4,1,2,3,Moderate,0
Nández,right back,Chile,7,90,0,0,0,0,0,31,82,64,4,2,1,0,0,1,1,7,3,0,2,4,Low,1
