players,position,opponent,ratings,minutes,yellow card,red card,goals scored,assist,saves,passing completed,passing accuracy in %,touches,long balls,long balls completed,key passes,shots attempted,shots on target,dribbles attempt,dribbles completed,duels won,clearances,blocks,interceptions,tackles,ariel duels,take-ons conceeded
Timber,defensive midfielder,Lithuania,7,90,0,0,1,0,0,62,89,84,3,2,1,3,1,2,2,6,1,0,1,3,Low,1
Reijnders,defensive midfielder,Lithuania,6,61,0,0,0,0,0,34,89,48,2,1,1,1,0,1,0,2,0,0,1,1,Low,1
Schouten,attacking midfielder,Lithuania,7,90,0,0,0,0,0,62,89,76,4,3,0,0,0,0,0,5,1,1,2,3,Low,1
Malen,right wing,Lithuania,7,89,0,0,0,0,0,18,82,34,0,0,1,2,1,3,2,4,0,0,0,0,Low,1
Depay,centre forward,Lithuania,9,83,0,0,2,0,0,31,82,56,2,2,2,6,3,4,2,5,0,0,0,0,Low,1
Gakpo,left wing,Lithuania,9,90,0,0,0,1,0,42,89,68,3,2,4,4,1,5,5,8,0,0,1,2,Low,1
Verbruggen,goal keeper,Malta,7,90,0,0,0,0,0,46,94,52,4,2,0,0,0,0,0,1,0,0,0,0,Low,0
J Timber,centre back,Malta,7,90,0,0,0,0,0,83,94,96,5,3,1,0,0,1,1,4,2,1,1,1,Moderate,0
van Dijk,centre back,Malta,7,84,1,0,0,0,0,78,94,92,6,4,0,1,0,0,0,5,3,1,1,2,Moderate,0
Dumfries,right back,Malta,8,90,0,0,0,1,0,41,87,74,2,1,2,2,1,1,1,6,2,0,1,1,Moderate,0
van de Ven,left back,Malta,7,84,0,0,0,0,0,58,92,71,2,1,1,1,0,1,1,3,1,0,1,1,Moderate,0
Gravenberch,defensive midfielder,Malta,8,90,0,0,0,0,0,58,92,74,2,2,1,1,0,3,2,6,0,0,1,1,Low,0
Reijnders,attacking midfielder,Malta,8,90,0,0,1,0,0,62,92,84,5,3,3,4,3,2,2,6,0,1,1,2,Low,1
de Jong,defensive midfielder,Malta,8,67,0,0,0,0,0,51,92,64,3,2,1,0,0,1,0,4,0,0,1,2,Low,0
Frimpong,right wing,Malta,8,67,0,0,0,0,0,22,85,41,1,0,2,1,1,6,4,6,0,0,1,1,Low,0
Weghorst,centre forward,Malta,8,67,0,0,0,0,0,14,82,24,0,0,2,1,0,0,0,3,0,0,0,0,Low,0
Gakpo,left wing,Malta,9,84,0,0,2,1,0,31,82,56,2,1,5,6,3,6,4,7,0,0,0,1,Low,1
Depay,centre forward,Malta,7,23,1,0,1,0,0,11,79,24,1,0,2,5,1,2,1,2,0,0,0,0,Low,1
Verbruggen,goal keeper,Finland,7,90,0,0,0,0,3,32,91,41,6,3,0,0,0,0,0,0,1,0,0,0,Low,0
J Timber,centre back,Finland,7,62,0,0,0,0,0,58,94,67,2,1,0,0,0,0,0,4,2,1,1,1,Moderate,0
van Dijk,centre back,Finland,8,90,0,0,1,0,0,76,94,89,7,5,0,3,2,0,0,6,4,1,2,1,Strong,0
Dumfries,right back,Finland,7,90,0,0,0,0,0,31,86,58,2,1,1,2,0,1,1,5,2,0,1,3,Moderate,0
van de Ven,left back,Finland,7,71,0,0,0,0,0,44,94,58,2,1,0,0,0,1,1,5,2,1,1,2,Moderate,0
Gravenberch,defensive midfielder,Finland,7,45,0,0,0,0,0,28,93,36,1,1,0,1,0,2,1,3,0,1,0,1,Low,0
Kluivert,attacking midfielder,Finland,7,90,0,0,0,0,0,34,87,51,2,1,3,3,1,4,2,5,0,0,1,1,Low,1
de Jong,defensive midfielder,Finland,8,90,0,0,0,0,0,84,94,102,7,5,2,1,0,3,3,7,1,0,2,3,Low,1
Malen,right wing,Finland,8,78,0,0,1,0,0,14,78,31,0,0,1,4,2,3,2,4,0,0,0,1,Low,0
Gakpo,left wing,Finland,9,90,0,0,1,0,0,31,86,58,2,1,3,4,1,6,4,7,0,0,1,1,Low,2
Depay,centre forward,Finland,9,62,0,0,1,2,0,24,83,44,2,2,4,4,2,3,2,5,0,0,1,0,Low,1
Reijnders,attacking midfielder,Finland,7,45,0,0,0,0,0,31,89,42,2,1,1,2,1,1,1,2,0,0,1,1,Low,0
Verbruggen,goal keeper,Poland,7,90,0,0,0,0,4,35,85,48,8,4,0,0,0,0,0,0,2,0,0,0,Low,0
J Timber,centre back,Poland,7,90,0,0,0,0,0,68,92,84,5,3,0,0,0,1,1,6,4,1,2,4,Moderate,0
van Dijk,centre back,Poland,7,90,0,0,0,0,0,76,94,89,8,6,0,1,0,0,0,6,5,2,1,2,Strong,0
Geertruida,right back,Poland,7,74,0,0,0,0,0,53,96,65,2,1,1,0,0,0,0,4,2,1,1,2,Low,0
van de Ven,left back,Poland,7,90,0,0,0,0,0,58,100,74,2,2,0,0,0,2,2,6,3,1,1,2,Moderate,0
Gravenberch,defensive midfielder,Poland,7,89,0,0,0,0,0,48,87,68,4,2,1,1,1,3,2,6,1,0,1,2,Low,1
Kluivert,attacking midfielder,Poland,6,74,0,0,0,0,0,22,81,38,1,1,1,1,0,2,1,3,0,0,0,1,Low,1
de Jong,defensive midfielder,Poland,7,90,0,0,0,0,0,71,93,88,5,3,1,0,0,2,2,6,1,0,2,3,Moderate,0
Malen,right wing,Poland,7,90,0,0,0,0,0,19,83,42,1,0,1,3,2,4,2,5,0,0,1,1,Moderate,0
Gakpo,left wing,Poland,7,90,0,0,0,0,0,31,82,54,4,2,3,3,1,4,2,6,1,0,1,2,Low,2
Depay,centre forward,Poland,7,89,0,0,1,0,0,22,76,48,2,1,2,3,1,4,2,5,0,0,0,1,Low,2
Verbruggen,goal keeper,Lithuania,7,90,0,0,0,0,1,23,88,31,4,2,0,0,0,0,0,0,0,0,0,0,Low,0
de Ligt,centre back,Lithuania,8,90,0,0,0,0,0,82,90,104,8,5,0,2,0,0,0,9,4,1,2,1,Strong,0
van Dijk,centre back,Lithuania,8,90,0,0,0,0,0,71,90,93,5,3,0,2,0,0,0,5,3,1,1,1,Strong,0
J Timber,right back,Lithuania,7,64,0,0,0,0,0,41,91,56,2,1,0,1,1,1,1,3,1,0,1,1,Low,0
Aké,left back,Lithuania,7,63,0,0,0,0,0,54,90,82,3,2,1,0,0,1,1,5,2,0,1,1,Moderate,0
Reijnders,central midfielder,Lithuania,8,90,0,0,1,1,0,68,92,86,5,3,3,4,2,3,2,6,1,0,1,2,Low,1
Simmons,central midfielder,Lithuania,8,78,0,0,1,0,0,41,91,62,2,2,2,2,1,3,2,4,0,0,1,1,Low,1
de Jong,central midfielder,Lithuania,9,63,0,0,0,1,0,70,93,82,1,1,2,0,0,1,1,5,0,0,1,2,Moderate,0
Malen,right wing,Lithuania,9,90,0,0,1,0,0,31,82,49,1,0,2,4,2,5,3,6,0,0,1,1,Low,1
Gakpo,left wing,Lithuania,9,78,0,0,1,1,0,23,72,58,2,1,3,3,1,6,4,9,0,0,0,2,Low,2
Depay,centre forward,Lithuania,7,63,0,0,0,0,0,14,78,29,0,0,1,2,1,3,1,2,0,0,0,0,Low,1
Reijnders,attacking midfielder,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,
