players,position,opponent,ratings,minutes,yellow card,red card,goals scored,assist,saves,passing completed,passing accuracy in %,touches,long balls,long balls completed,key passes,shots attempted,shots on target,dribbles attempt,dribbles completed,duels won,clearances,blocks,interceptions,tackles,ariel duels,take-ons conceeded
De Paul,central midfielder,Paraguay,8,90,0,0,0,1,0,94,93,114,9,7,4,2,0,1,1,6,1,0,1,3,Low,0
Fernández,central midfielder,Paraguay,8,80,0,0,0,0,0,89,94,104,8,6,2,1,0,1,1,5,0,1,1,3,Low,0
González,right wing,Paraguay,7,90,0,0,0,0,0,28,82,56,1,1,2,4,1,5,2,7,0,0,1,2,Moderate,1
Álvarez,left wing,Paraguay,7,53,0,0,0,0,0,19,86,35,1,1,1,1,0,2,1,4,0,1,0,1,Low,0
L Martínez,centre forward,Paraguay,7,90,0,0,0,0,0,12,80,28,0,0,1,4,0,1,0,5,0,0,0,1,Moderate,0
E Martínez,goal keeper,Peru,7,90,0,0,0,0,0,22,81,35,11,6,0,0,0,0,0,0,1,0,0,0,Low,0
Otamendi,centre back,Peru,7,90,0,0,0,0,0,71,91,86,5,3,0,0,0,0,0,6,4,1,2,3,Moderate,0
Romero,centre back,Peru,7,45,0,0,0,0,0,39,93,48,2,1,0,0,0,0,0,4,3,1,2,2,Moderate,0
Montiel,right back,Peru,6,34,0,0,0,0,0,18,82,29,1,1,0,0,0,0,0,2,1,0,1,1,Low,0
Tagliafico,left back,Peru,7,78,0,0,0,0,0,42,86,61,2,1,0,0,0,0,0,4,3,1,2,1,Low,0
Mac Allister,central midfielder,Peru,7,90,0,0,0,0,0,62,91,79,4,3,0,0,0,1,1,6,1,1,2,3,Low,1
De Paul,central midfielder,Peru,7,78,0,0,0,0,0,64,91,82,5,3,1,1,0,1,1,6,0,0,1,3,Low,0
Fernández,central midfielder,Peru,8,90,0,0,0,1,0,71,91,89,6,4,2,1,0,2,2,5,1,0,1,2,Low,1
Messi,right wing,Peru,9,90,0,0,2,0,0,43,81,73,3,2,3,6,5,5,2,4,0,0,0,0,Low,2
González,left wing,Peru,8,90,0,0,0,1,0,24,80,53,2,1,2,1,1,4,2,7,1,0,1,2,Moderate,0
Álvarez,centre forward,Peru,7,78,0,0,0,0,0,18,82,36,1,1,2,2,1,2,1,4,0,0,0,1,Low,0
Quarta,right back,Peru,6,56,0,0,0,0,0,31,86,48,3,1,0,0,0,0,0,2,2,1,1,1,Low,1
Pezella,centre back,Peru,7,45,0,0,0,0,0,22,92,30,1,1,0,0,0,0,0,2,3,1,2,1,Low,0
E Martínez,goal keeper,Uruguay,6,90,0,0,0,0,0,24,80,35,11,5,0,0,0,0,0,0,1,0,0,0,Low,0
Otamendi,centre back,Uruguay,6,90,0,0,0,0,0,68,91,82,6,3,0,1,0,0,0,4,3,1,2,1,Moderate,1
Romero,centre back,Uruguay,7,90,1,0,0,0,0,71,90,88,5,2,0,1,0,0,0,7,4,1,2,3,Moderate,1
Molina,right back,Uruguay,6,90,0,0,0,0,0,44,81,72,5,1,0,0,0,2,1,4,2,1,1,2,Low,1
Tagliafico,left back,Uruguay,6,80,0,0,0,0,0,41,87,62,3,1,0,0,0,0,0,4,2,0,1,2,Low,1
Mac Allister,central midfielder,Uruguay,7,45,1,0,0,0,0,24,89,33,2,1,0,0,0,0,0,2,0,0,1,1,Low,1
De Paul,central midfielder,Uruguay,7,64,0,0,0,0,0,46,85,68,4,2,0,1,0,2,2,5,0,0,1,2,Low,1
Fernández,central midfielder,Uruguay,7,90,0,0,0,0,0,64,89,84,6,4,1,1,0,1,1,6,1,0,1,3,Low,2
Messi,right wing,Uruguay,7,90,0,0,0,0,0,46,82,81,5,3,3,3,2,9,4,8,0,0,0,0,Low,2
González,left wing,Uruguay,5,53,0,0,0,0,0,14,70,32,1,1,0,1,0,3,0,2,1,0,0,1,Low,1
Álvarez,centre forward,Uruguay,6,80,0,0,0,0,0,10,77,19,0,0,0,1,0,1,0,2,0,0,0,0,Low,0
L Martínez,centre forward,Uruguay,7,45,1,0,0,0,0,7,70,19,0,0,0,1,1,0,0,4,0,0,0,1,Moderate,0
E Martínez,goal keeper,Brazil,7,90,0,0,0,0,0,22,69,44,18,8,0,0,0,0,0,1,1,0,1,0,Low,0
Otamendi,centre back,Brazil,8,90,0,0,1,0,0,38,93,52,4,2,0,1,1,0,0,6,4,1,2,2,Strong,0
Romero,centre back,Brazil,8,90,0,0,0,0,0,43,91,62,4,2,0,0,0,0,0,7,8,2,3,3,Strong,0
Molina,right back,Brazil,6,90,0,0,0,0,0,19,76,44,3,1,0,0,0,1,0,4,3,1,2,2,Low,1
Acuña,left back,Brazil,7,66,0,0,0,0,0,22,79,43,3,1,0,0,0,1,0,4,2,1,1,2,Low,1
Mac Allister,left midfielder,Brazil,7,90,0,0,0,0,0,32,91,48,2,1,0,0,0,1,0,6,1,1,1,3,Low,1
De Paul,central midfielder,Brazil,7,90,0,0,0,0,0,38,81,62,5,3,1,1,0,2,2,10,1,1,2,3,Low,1
Fernández,central midfielder,Brazil,7,90,0,0,0,0,0,39,91,55,3,2,0,0,0,1,1,4,1,1,1,2,Low,1
Lo Celso,right midfielder,Brazil,7,70,0,0,0,1,0,31,86,49,2,1,1,0,0,1,0,5,1,0,1,2,Low,1
Messi,centre forward,Brazil,6,78,0,0,0,0,0,20,83,35,1,1,0,1,0,2,1,4,0,0,0,1,Low,0
Álvarez,centre forward,Brazil,7,78,0,0,0,0,0,11,79,22,1,0,0,1,0,1,0,4,0,0,0,2,Low,0
E Martínez,goal keeper,Chile,7,90,0,0,0,0,1,22,81,35,10,5,0,0,0,0,0,0,1,0,0,0,Low,0
Otamendi,centre back,Chile,8,90,0,0,0,0,0,68,92,82,6,4,0,1,0,0,0,7,4,1,2,3,Strong,0
Romero,centre back,Chile,8,90,0,0,0,0,0,64,93,82,5,3,0,1,0,0,0,7,4,1,2,3,Moderate,0
Lis Martínez,centre back,Chile,7,79,0,0,0,0,0,68,93,82,4,3,0,0,0,0,0,5,3,1,2,2,Moderate,0
Molina,right midfielder,Chile,7,90,0,0,0,0,0,38,86,62,3,1,1,1,0,2,1,4,2,0,1,2,Low,0
Mac Allister,central midfielder,Chile,8,79,0,0,1,0,0,48,91,62,3,2,1,1,1,1,1,5,1,0,2,2,Low,0
De Paul,central midfielder,Chile,8,90,1,0,0,0,0,62,87,89,6,4,2,1,0,1,1,7,1,1,2,3,Low,1
Fernández,central midfielder,Chile,8,90,0,0,0,0,0,71,89,92,8,5,2,1,0,1,1,6,1,1,2,3,Low,1
González,left midfielder,Chile,7,51,0,0,0,0,0,18,82,31,1,1,1,2,1,2,1,4,0,0,1,1,Moderate,0
Álvarez,centre forward,Chile,8,89,0,0,1,1,0,22,81,41,1,1,2,3,1,2,1,4,0,0,1,1,Low,0
L Martínez,centre forward,Chile,7,79,0,0,0,0,0,10,83,22,0,0,0,2,0,3,0,4,0,0,0,0,Moderate,0
Dybala,attacking midfielder,Chile,8,11,0,0,1,0,0,4,100,10,0,0,0,1,1,0,0,1,0,0,0,0,Low,0
Lo Celso,left midfielder,Chile,8,39,1,0,0,1,0,24,92,38,1,1,2,0,0,1,1,3,0,0,1,2,Low,0
Garnacho,left wing,Chile,7,11,0,0,0,1,0,5,100,9,0,0,1,0,0,1,1,2,0,0,0,1,Low,0
E Martínez,goal keeper,Colombia,6,90,0,0,0,0,1,22,76,38,14,7,0,0,0,0,0,0,1,0,0,0,Low,0
Otamendi,centre back,Colombia,7,90,0,0,0,0,0,48,89,63,5,2,0,1,0,0,0,6,4,1,2,2,Strong,1
Romero,centre back,Colombia,7,90,0,0,0,0,0,48,89,62,4,2,0,0,0,0,0,7,4,1,2,3,Strong,1
Montiel,right back,Colombia,6,45,1,0,0,0,0,18,78,34,2,1,0,0,0,0,0,2,1,0,1,1,Low,2
Lis Martínez,left back,Colombia,7,64,0,0,0,0,0,31,84,53,3,1,0,0,0,0,0,4,2,1,1,3,Low,1
González,left midfielder,Colombia,7,90,0,0,1,0,0,18,82,41,1,1,0,2,1,3,1,7,1,0,1,2,Strong,1
Paredes,central midfielder,Colombia,6,64,0,0,0,0,0,45,33,94,0,3,2,1,0,0,0,2,1,0,1,1,Low,1
Fernández,central midfielder,Colombia,5,85,0,0,0,0,0,40,83,56,3,1,0,1,0,0,0,2,1,0,1,1,Low,2
De Paul,right midfielder,Colombia,6,74,0,0,0,0,0,43,22,81,1,2,1,0,0,1,0,6,0,0,1,2,Low,1
L Martínez,centre forward,Colombia,6,90,0,0,0,0,0,9,69,27,0,0,1,2,0,2,1,3,0,0,0,1,Low,0
Álvarez,centre forward,Colombia,7,90,0,0,0,0,0,14,78,31,0,0,0,1,0,2,0,3,0,0,0,1,Low,1
Molina,right back,Colombia,6,45,0,0,0,0,0,16,80,31,2,1,0,0,0,1,0,2,1,0,1,1,Low,1
Rulli,goal keeper,Venezuela,7,90,0,0,0,0,5,13,41,41,32,11,0,0,0,0,0,0,1,0,0,0,Low,0
Otamendi,centre back,Venezuela,8,90,0,0,1,0,0,19,73,43,6,2,0,1,1,0,0,5,10,2,1,1,Strong,0
Pezella,centre back,Venezuela,7,90,1,0,0,0,0,22,69,41,6,1,0,0,0,0,0,6,4,1,1,3,Moderate,0
Molina,right back,Venezuela,6,90,0,0,0,0,0,19,70,46,6,2,0,0,0,0,0,4,2,0,1,3,Low,1
Tagliafico,left back,Venezuela,7,90,0,0,0,0,0,18,72,44,4,1,0,0,0,0,0,6,4,1,1,3,Moderate,0
Lo Celso,left midfielder,Venezuela,6,22,0,0,0,0,0,6,67,13,1,0,0,0,0,0,0,2,0,0,0,1,Low,0
Almada,attacking midfielder,Venezuela,5,45,0,0,0,0,0,7,70,13,0,0,0,0,0,1,0,1,0,0,0,0,Low,1
Fernández,defensive midfielder,Venezuela,6,82,0,0,0,0,0,19,73,41,6,2,0,0,0,0,0,2,1,0,0,2,Low,0
De Paul,right midfielder,Venezuela,7,90,0,0,0,0,0,22,69,51,6,3,1,0,0,2,1,7,1,0,0,1,Low,2
Messi,centre forward,Venezuela,7,90,0,0,0,1,0,15,79,41,4,2,1,2,1,1,0,2,0,0,0,0,Low,0
Álvarez,centre forward,Venezuela,6,85,0,0,0,0,0,7,70,22,1,0,0,0,0,1,0,4,0,0,0,3,Low,1
Montiel,right back,Venezuela,7,45,0,0,0,0,0,10,71,22,4,1,0,0,0,0,0,1,2,0,1,1,Low,1
Rulli,goal keeper,Bolivia,7,90,0,0,0,0,1,19,95,24,2,1,0,0,0,0,0,0,0,0,0,0,Low,0
Otamendi,centre back,Bolivia,7,73,0,0,0,0,0,58,94,68,3,2,0,1,1,0,0,4,1,0,1,1,Moderate,0
Romero,centre back,Bolivia,7,90,0,0,0,0,0,107,96,119,6,4,0,1,0,0,0,4,1,0,1,1,Moderate,0
Molina,right back,Bolivia,8,90,0,0,0,1,0,56,92,77,2,1,2,0,0,1,0,2,0,0,1,1,Low,0
Tagliafico,left back,Bolivia,8,73,0,0,0,0,0,56,93,68,1,1,1,0,0,0,0,4,1,0,1,3,Low,0
Mac Allister,central midfielder,Bolivia,7,66,0,0,0,0,0,49,92,62,2,2,1,1,1,0,0,4,0,0,1,3,Low,0
De Paul,central midfielder,Bolivia,8,65,0,0,0,0,0,56,92,72,6,5,1,1,0,0,0,4,0,0,1,2,Low,0
Fernández,central midfielder,Bolivia,8,66,0,0,0,0,0,77,94,89,6,5,0,1,0,0,0,2,0,0,1,1,Low,0
Messi,right wing,Bolivia,10,90,0,0,3,2,0,49,80,78,4,3,4,7,4,2,1,3,0,0,0,0,Low,1
L Martínez,centre forward,Bolivia,8,73,0,0,1,1,0,12,80,24,0,0,1,2,1,1,0,2,0,0,1,1,Low,0
Álvarez,left wing,Bolivia,8,65,0,0,1,0,0,18,82,33,1,1,1,3,1,2,1,4,0,0,0,1,Low,1
Almada,left wing,Bolivia,8,25,0,0,1,0,0,20,95,24,1,0,1,1,0,0,0,0,0,0,0,0,Low,0
E Martínez,goal keeper,Paraguay,6,90,0,0,0,0,0,22,81,33,9,4,0,0,0,0,0,0,1,0,0,0,Low,0
Otamendi,centre back,Paraguay,7,90,1,0,0,0,0,73,94,86,6,4,0,0,0,0,0,6,4,1,1,3,Moderate,0
Romero,centre back,Paraguay,7,45,0,0,0,0,0,35,97,42,2,2,0,0,0,0,0,2,1,0,1,1,Low,0
Molina,right back,Paraguay,5,78,0,0,0,0,0,44,86,63,3,2,1,0,0,0,0,2,1,0,0,1,Low,1
Tagliafico,left back,Paraguay,6,90,0,0,0,0,0,48,87,69,4,1,0,0,0,0,0,5,2,1,1,2,Moderate,0
Mac Allister,attacking midfielder,Paraguay,7,64,0,0,0,0,0,35,85,50,2,1,0,0,0,0,0,2,0,0,0,1,Low,0
De Paul,defensive midfielder,Paraguay,7,90,0,0,0,0,0,70,88,98,10,7,2,1,0,1,1,6,1,0,0,2,Low,0
Fernández,defensive midfielder,Paraguay,8,77,0,0,0,1,0,68,91,82,6,4,1,0,0,0,0,4,0,0,1,3,Low,1
Messi,right wing,Paraguay,6,90,0,0,0,0,0,45,82,68,6,4,3,3,0,2,1,5,0,0,0,0,Low,1
L Martínez,centre forward,Paraguay,7,90,0,0,1,0,0,13,87,22,0,0,0,1,1,1,0,2,0,0,0,0,Moderate,1
Álvarez,left wing,Paraguay,7,86,0,0,0,0,0,22,85,38,1,0,1,1,0,2,1,4,0,0,0,2,Low,1
Balerdi,centre back,Paraguay,6,45,0,0,0,0,0,43,93,48,3,2,0,0,0,0,0,1,1,0,1,0,Low,0
E Martínez,goal keeper,Peru,6,90,0,0,0,0,0,19,86,25,6,3,0,0,0,0,0,0,1,0,0,0,Low,0
Otamendi,centre back,Peru,7,90,0,0,0,0,0,82,93,94,6,4,0,0,0,0,0,5,2,0,1,1,Moderate,0
Balerdi,centre back,Peru,7,90,0,0,0,0,0,86,96,94,6,4,0,0,0,0,0,2,1,0,1,1,Low,0
Montiel,right back,Peru,7,76,0,0,0,0,0,46,85,68,2,1,0,0,0,1,0,3,1,0,1,2,Low,1
Tagliafico,left back,Peru,7,90,0,0,0,0,0,88,91,108,2,1,1,1,0,1,0,5,1,0,1,2,Moderate,0
Mac Allister,central midfielder,Peru,7,90,0,0,0,0,0,60,91,77,2,1,0,3,0,0,0,4,0,0,1,1,Moderate,0
De Paul,central midfielder,Peru,7,90,0,0,0,0,0,73,85,98,7,4,1,1,0,1,1,6,0,0,0,2,Low,0
Fernández,central midfielder,Peru,7,90,0,0,0,0,0,93,90,114,9,6,2,0,0,0,0,4,0,0,1,2,Low,0
Messi,right wing,Peru,8,90,0,0,0,1,0,54,82,81,4,3,5,3,1,4,2,6,0,0,0,1,Low,1
L Martínez,centre forward,Peru,8,81,0,0,1,0,0,12,75,25,0,0,1,2,1,0,0,2,0,0,0,1,Low,0
Álvarez,left wing,Peru,7,90,0,0,0,0,0,22,81,46,1,1,2,2,1,2,1,4,0,0,0,1,Low,1
E Martínez,goal keeper,Uruguay,8,90,0,0,0,0,2,18,69,34,12,4,0,0,0,0,0,1,1,0,0,0,Low,0
Otamendi,centre back,Uruguay,7,90,0,0,0,0,0,42,86,58,5,3,0,1,0,0,0,6,5,1,2,2,Strong,0
Romero,centre back,Uruguay,7,90,0,0,0,0,0,41,89,58,4,2,0,0,0,0,0,6,5,1,2,3,Moderate,0
Molina,right back,Uruguay,7,90,0,0,0,0,0,38,81,62,4,2,1,1,0,2,1,5,3,1,2,2,Low,1
Tagliafico,left back,Uruguay,7,90,0,0,0,0,0,34,81,58,3,1,0,0,0,0,0,7,4,1,3,3,Moderate,0
Mac Allister,defensive midfielder,Uruguay,8,80,0,0,0,0,0,38,88,56,4,3,2,1,0,1,1,6,1,0,2,3,Low,0
Paredes,defensive midfielder,Uruguay,8,87,0,0,0,0,0,43,88,59,5,3,0,1,0,0,0,6,2,1,2,3,Low,0
Fernández,attacking midfielder,Uruguay,7,90,0,0,0,0,0,48,87,64,5,3,1,2,1,0,0,5,1,1,2,3,Low,0
Simeone,right wing,Uruguay,7,69,0,0,0,0,0,14,78,28,1,0,1,1,0,2,1,4,0,0,0,2,Low,0
Álvarez,centre forward,Uruguay,7,90,1,0,0,1,0,22,83,44,2,1,3,1,1,3,2,5,0,0,1,1,Low,0
Almada,left wing,Uruguay,8,87,0,0,1,0,0,34,94,48,2,2,2,3,2,3,1,2,0,0,0,2,Low,1
E Martínez,goal keeper,Brazil,6,90,0,0,0,0,3,19,76,34,8,4,0,0,0,0,0,1,1,0,0,0,Low,0
Otamendi,centre back,Brazil,7,90,10,0,0,0,0,48,91,62,5,3,0,0,0,0,0,5,4,1,2,2,Moderate,0
Romero,centre back,Brazil,6,90,0,0,0,0,0,52,91,67,4,3,0,0,0,0,0,6,4,1,2,3,Moderate,1
Molina,right back,Brazil,7,90,0,0,0,1,0,42,84,68,4,2,1,0,0,2,1,5,2,1,2,3,Low,2
Tagliafico,left back,Brazil,7,90,1,0,0,1,0,38,86,59,3,2,1,1,0,0,0,5,3,1,2,3,Low,0
Paredes,defensive midfielder,Brazil,7,81,1,0,0,0,0,48,91,62,5,4,1,2,1,0,0,4,1,1,2,3,Low,1
Almada,left midfielder,Brazil,7,68,1,0,0,0,0,22,81,43,2,1,1,2,1,3,1,4,0,0,0,0,Low,1
Mac Allister,attacking midfielder,Brazil,8,76,0,0,1,0,0,38,89,54,3,2,1,2,1,1,1,5,0,1,1,2,Low,1
De Paul,right midfielder,Brazil,8,90,1,0,0,0,0,48,86,72,6,4,2,1,0,2,1,7,1,1,2,3,Low,1
Álvarez,centre forward,Brazil,8,82,0,0,1,0,0,14,78,34,1,0,1,3,2,2,1,5,0,0,0,1,Low,1
Fernández,centre forward,Brazil,9,90,1,0,1,1,0,56,92,67,4,3,2,2,1,1,1,7,0,1,2,2,Low,0
Simeone,right wing,Brazil,7,22,0,0,1,0,0,4,80,10,0,0,1,1,1,0,0,2,0,0,0,1,Low,0
E Martínez,goal keeper,Chile,7,90,0,0,0,0,3,22,78,38,9,4,0,0,0,0,0,0,1,0,0,0,Low,0
Balerdi,centre back,Chile,7,79,0,0,0,0,0,62,94,74,4,3,0,0,0,0,0,6,4,1,2,3,Moderate,0
Romero,centre back,Chile,8,90,1,0,0,0,0,78,91,94,6,4,0,1,0,0,0,7,5,1,3,2,Strong,0
Molina,right back,Chile,7,84,0,0,0,0,0,44,86,68,4,3,1,1,0,2,1,5,2,1,2,3,Low,1
Tagliafico,left back,Chile,7,79,1,0,0,0,0,42,88,64,3,2,1,0,0,0,0,5,3,1,2,2,Low,0
De Paul,defensive midfielder,Chile,7,90,0,0,0,0,0,62,88,84,6,4,1,1,0,2,1,7,1,0,2,3,Low,1
Palacios,defensive midfielder,Chile,7,90,0,0,0,0,0,62,91,78,4,3,1,0,0,1,1,6,1,1,2,3,Low,0
Paz,attacking midfielder,Chile,7,57,0,0,0,0,0,22,85,38,1,1,1,1,0,2,1,3,0,0,0,1,Low,1
Simeone,right wing,Chile,7,84,0,0,0,0,0,22,76,44,1,0,1,2,1,4,2,6,1,0,1,2,Low,2
Álvarez,centre forward,Chile,8,80,0,0,1,0,0,14,82,34,0,0,1,3,2,2,1,4,0,0,0,1,Low,1
Almada,left wing,Chile,8,84,0,0,0,1,0,38,86,54,3,2,3,1,1,4,2,6,0,0,1,2,Low,1
E Martínez,goal keeper,Colombia,7,90,0,0,0,0,4,22,79,36,9,4,0,0,0,0,0,1,1,0,0,0,Low,0
Otamendi,centre back,Colombia,7,90,0,0,0,0,0,71,91,84,6,3,0,1,0,0,0,5,4,1,2,3,Moderate,0
Romero,centre back,Colombia,7,90,0,0,0,0,0,66,96,86,4,2,0,0,0,0,0,6,3,1,2,2,Strong,0
Molina,right back,Colombia,6,45,1,0,0,0,0,22,88,38,2,1,0,0,0,0,0,2,1,0,1,1,Low,1
Medina,left back,Colombia,7,78,0,0,0,0,0,39,87,57,2,1,0,0,0,0,0,5,2,1,1,2,Low,1
Paredes,central midfielder,Colombia,8,90,1,0,0,0,0,68,92,84,7,5,1,1,1,0,0,6,2,1,3,4,Low,0
De Paul,central midfielder,Colombia,7,45,0,0,0,0,0,24,86,38,3,2,0,0,0,0,0,3,0,0,1,3,Low,1
Fernández,central midfielder,Colombia,5,70,0,1,0,0,0,52,93,68,6,4,2,2,0,1,1,4,0,0,1,2,Low,0
Messi,right wing,Colombia,8,78,0,0,0,0,0,38,86,59,4,3,2,4,1,5,3,6,0,0,0,1,Low,1
Almada,left wing,Colombia,8,90,0,0,1,0,0,38,86,62,3,2,2,3,2,5,3,7,0,0,1,1,Low,1
Álvarez,centre forward,Colombia,6,90,0,0,0,0,0,14,74,33,0,0,1,2,1,2,1,3,0,1,0,0,Low,1
Simeone,right wing,Colombia,7,45,0,0,0,0,0,15,79,24,0,0,0,1,1,1,1,7,0,0,0,1,Low,0
González,left wing,Colombia,7,45,0,0,0,0,0,10,100,21,0,0,0,2,0,1,0,2,0,0,0,0,Low,0
Palacios,central midfielder,Colombia,7,12,0,0,0,1,0,5,83,8,1,0,1,0,0,0,0,0,0,0,0,0,Low,0
E Martínez,goal keeper,Venezuela,7,90,0,0,0,0,0,20,95,25,4,3,0,0,0,0,0,0,0,0,0,0,Low,0
Otamendi,centre back,Venezuela,8,90,0,0,0,0,0,68,92,81,6,4,0,1,0,0,0,5,3,1,2,2,Moderate,0
Romero,centre back,Venezuela,8,90,1,0,0,0,0,68,94,82,5,3,0,0,0,0,0,7,4,1,2,3,Moderate,0
Molina,right back,Venezuela,8,81,0,0,0,0,0,48,89,72,4,2,1,0,0,1,1,5,2,1,2,3,Low,0
Tagliafico,left back,Venezuela,7,90,0,0,0,0,0,48,89,72,3,1,1,1,0,0,0,5,2,0,2,3,Moderate,0
De Paul,central midfielder,Venezuela,7,74,0,0,0,0,0,113,92,134,9,7,2,1,0,2,1,6,1,0,1,2,Low,1
Paredes,central midfielder,Venezuela,7,71,0,0,0,0,0,64,94,78,6,5,1,1,0,0,0,5,1,1,2,3,Low,0
Messi,centre forward,Venezuela,9,90,0,0,2,0,0,42,86,68,4,3,5,6,4,7,4,8,0,0,0,1,Low,1
Mastantuono,right wing,Venezuela,7,61,0,0,0,0,0,22,88,41,3,2,1,1,1,4,2,5,0,0,1,1,Low,2
Álvarez,centre forward,Venezuela,7,73,0,0,0,1,0,18,82,34,1,0,2,3,1,2,1,4,0,0,1,1,Low,0
Almada,left wing,Venezuela,8,81,0,0,0,1,0,12,92,18,1,1,1,1,0,2,2,3,0,0,0,1,Low,0
L Martínez,centre forward,Venezuela,8,17,0,0,1,0,0,4,80,9,0,0,0,1,1,0,0,1,0,0,0,0,Low,0
González,left wing,Venezuela,8,27,0,0,0,1,0,10,91,16,0,0,1,1,0,1,0,3,0,0,0,0,Low,0
E Martínez,goal keeper,Ecuador,7,90,0,0,0,0,3,19,76,34,11,4,0,0,0,0,0,0,1,0,0,0,Low,0
Otamendi,centre back,Ecuador,5,31,0,1,0,0,0,19,90,24,2,1,0,0,0,0,0,1,2,0,1,0,Low,0
Balerdi,centre back,Ecuador,7,90,1,0,0,0,0,46,88,62,5,3,0,0,0,0,0,6,7,2,3,2,Strong,0
Montiel,right back,Ecuador,7,68,0,0,0,0,0,22,79,41,3,1,0,0,0,0,0,3,2,1,1,2,Low,1
Tagliafico,left back,Ecuador,7,90,1,0,0,0,0,42,86,68,4,2,1,0,0,0,0,6,3,1,2,2,Strong,1
De Paul,defensive midfielder,Ecuador,7,68,0,0,0,0,0,38,86,52,4,3,1,0,0,1,1,4,1,1,1,2,Low,1
Paredes,defensive midfielder,Ecuador,7,63,0,0,0,0,0,42,91,56,5,4,1,0,0,0,0,3,1,1,2,2,Low,0
